record_id,benchmark_id,data_origin,particle,material,material_density_g_cm3,source_definition,source_proton_MeV,beam_nominal_MV,geometry_id,source_normalization_id,additional_iron_collimator_cm,energy_MeV,energy_lower_MeV,energy_upper_MeV,penetration_mfp,shield_thickness_cm,depth_cm,off_axis_cm,observable,value,unit,uncertainty_abs,uncertainty_percent,detector_or_score,quality_flag,quality_note,provenance,source_file
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0029,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.04,,,,,,,mu_over_rho,0.5058,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0029,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.04,,,,,,,mu_en_over_rho,0.2995,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0030,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.05,,,,,,,mu_over_rho,0.3412,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0030,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.05,,,,,,,mu_en_over_rho,0.1563,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0031,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.06,,,,,,,mu_over_rho,0.266,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0031,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.06,,,,,,,mu_en_over_rho,0.09554,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0032,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.08,,,,,,,mu_over_rho,0.2014,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0032,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.08,,,,,,,mu_en_over_rho,0.0505,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0033,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.1,,,,,,,mu_over_rho,0.1738,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0033,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.1,,,,,,,mu_en_over_rho,0.03649,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0034,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.15,,,,,,,mu_over_rho,0.1436,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0034,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.15,,,,,,,mu_en_over_rho,0.02897,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0035,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.2,,,,,,,mu_over_rho,0.1282,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0035,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.2,,,,,,,mu_en_over_rho,0.02868,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0036,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.3,,,,,,,mu_over_rho,0.1097,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0036,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.3,,,,,,,mu_en_over_rho,0.02969,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0037,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.4,,,,,,,mu_over_rho,0.09783,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0037,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.4,,,,,,,mu_en_over_rho,0.03024,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0038,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.5,,,,,,,mu_over_rho,0.08915,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0038,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.5,,,,,,,mu_en_over_rho,0.03033,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0039,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.6,,,,,,,mu_over_rho,0.08236,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0039,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.6,,,,,,,mu_en_over_rho,0.03015,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0040,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.8,,,,,,,mu_over_rho,0.07227,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0040,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.8,,,,,,,mu_en_over_rho,0.0294,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0041,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,1.0,,,,,,,mu_over_rho,0.06495,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0041,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,1.0,,,,,,,mu_en_over_rho,0.02843,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0042,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,1.25,,,,,,,mu_over_rho,0.05807,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0042,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,1.25,,,,,,,mu_en_over_rho,0.02716,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0043,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,1.5,,,,,,,mu_over_rho,0.05288,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0043,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,1.5,,,,,,,mu_en_over_rho,0.02595,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0044,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,2.0,,,,,,,mu_over_rho,0.04557,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0044,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,2.0,,,,,,,mu_en_over_rho,0.02395,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0045,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,3.0,,,,,,,mu_over_rho,0.03701,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0045,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,3.0,,,,,,,mu_en_over_rho,0.0212,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0046,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,4.0,,,,,,,mu_over_rho,0.03217,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0046,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,4.0,,,,,,,mu_en_over_rho,0.01951,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0047,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,5.0,,,,,,,mu_over_rho,0.02908,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0047,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,5.0,,,,,,,mu_en_over_rho,0.0184,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0048,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,6.0,,,,,,,mu_over_rho,0.02697,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0048,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,6.0,,,,,,,mu_en_over_rho,0.01763,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0049,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,8.0,,,,,,,mu_over_rho,0.02432,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0049,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,8.0,,,,,,,mu_en_over_rho,0.01669,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0050,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,10.0,,,,,,,mu_over_rho,0.02278,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0050,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,10.0,,,,,,,mu_en_over_rho,0.01617,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0051,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,15.0,,,,,,,mu_over_rho,0.02096,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0051,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,15.0,,,,,,,mu_en_over_rho,0.01559,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0052,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,20.0,,,,,,,mu_over_rho,0.0203,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0052,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,20.0,,,,,,,mu_en_over_rho,0.01539,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
N001_JAERI_TIARA_43MEV_SOURCE_000000,N001_JAERI_TIARA_43MEV,external_reference,neutron,source spectrum,,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_SOURCE_TOF,JAERI_43MEV_PEAK_NORMALIZED_SHAPE,,,0.0,6.5,,0.0,,0.0,normalized_source_flux_density,0.04405,relative per MeV,,,source-spectrum measurement,PUBLISHED_ASSUMPTION,0-6.5 MeV uses published constant-below-6.5 assumption,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N001_JAERI_TIARA_43MEV_SOURCE_000001,N001_JAERI_TIARA_43MEV,external_reference,neutron,source spectrum,,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_SOURCE_TOF,JAERI_43MEV_PEAK_NORMALIZED_SHAPE,,,6.5,7.5,,0.0,,0.0,normalized_source_flux_density,0.04405,relative per MeV,0.00151,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N001_JAERI_TIARA_43MEV_SOURCE_000002,N001_JAERI_TIARA_43MEV,external_reference,neutron,source spectrum,,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_SOURCE_TOF,JAERI_43MEV_PEAK_NORMALIZED_SHAPE,,,7.5,8.5,,0.0,,0.0,normalized_source_flux_density,0.04423,relative per MeV,0.00152,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N001_JAERI_TIARA_43MEV_SOURCE_000003,N001_JAERI_TIARA_43MEV,external_reference,neutron,source spectrum,,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_SOURCE_TOF,JAERI_43MEV_PEAK_NORMALIZED_SHAPE,,,8.5,9.5,,0.0,,0.0,normalized_source_flux_density,0.04483,relative per MeV,0.00154,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N001_JAERI_TIARA_43MEV_SOURCE_000004,N001_JAERI_TIARA_43MEV,external_reference,neutron,source spectrum,,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_SOURCE_TOF,JAERI_43MEV_PEAK_NORMALIZED_SHAPE,,,9.5,10.5,,0.0,,0.0,normalized_source_flux_density,0.04503,relative per MeV,0.00154,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N001_JAERI_TIARA_43MEV_SOURCE_000005,N001_JAERI_TIARA_43MEV,external_reference,neutron,source spectrum,,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_SOURCE_TOF,JAERI_43MEV_PEAK_NORMALIZED_SHAPE,,,10.5,11.5,,0.0,,0.0,normalized_source_flux_density,0.0439,relative per MeV,0.00151,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N001_JAERI_TIARA_43MEV_SOURCE_000006,N001_JAERI_TIARA_43MEV,external_reference,neutron,source spectrum,,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_SOURCE_TOF,JAERI_43MEV_PEAK_NORMALIZED_SHAPE,,,11.5,12.5,,0.0,,0.0,normalized_source_flux_density,0.04501,relative per MeV,0.00151,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N001_JAERI_TIARA_43MEV_SOURCE_000007,N001_JAERI_TIARA_43MEV,external_reference,neutron,source spectrum,,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_SOURCE_TOF,JAERI_43MEV_PEAK_NORMALIZED_SHAPE,,,12.5,13.5,,0.0,,0.0,normalized_source_flux_density,0.04633,relative per MeV,0.00157,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N001_JAERI_TIARA_43MEV_SOURCE_000008,N001_JAERI_TIARA_43MEV,external_reference,neutron,source spectrum,,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_SOURCE_TOF,JAERI_43MEV_PEAK_NORMALIZED_SHAPE,,,13.5,14.5,,0.0,,0.0,normalized_source_flux_density,0.04931,relative per MeV,0.00165,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N001_JAERI_TIARA_43MEV_SOURCE_000009,N001_JAERI_TIARA_43MEV,external_reference,neutron,source spectrum,,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_SOURCE_TOF,JAERI_43MEV_PEAK_NORMALIZED_SHAPE,,,14.5,15.5,,0.0,,0.0,normalized_source_flux_density,0.04895,relative per MeV,0.00165,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
