record_id,benchmark_id,data_origin,particle,material,material_density_g_cm3,source_definition,source_proton_MeV,beam_nominal_MV,geometry_id,source_normalization_id,additional_iron_collimator_cm,energy_MeV,energy_lower_MeV,energy_upper_MeV,penetration_mfp,shield_thickness_cm,depth_cm,off_axis_cm,observable,value,unit,uncertainty_abs,uncertainty_percent,detector_or_score,quality_flag,quality_note,provenance,source_file
N002_JAERI_TIARA_68MEV_SOURCE_000057,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,22.5,23.5,,0.0,,0.0,normalized_source_flux_density,0.03383,relative per MeV,0.00146,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000058,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,23.5,24.5,,0.0,,0.0,normalized_source_flux_density,0.03528,relative per MeV,0.00152,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000059,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,24.5,25.5,,0.0,,0.0,normalized_source_flux_density,0.03624,relative per MeV,0.00156,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000060,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,25.5,26.5,,0.0,,0.0,normalized_source_flux_density,0.03669,relative per MeV,0.00157,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000061,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,26.5,27.5,,0.0,,0.0,normalized_source_flux_density,0.03841,relative per MeV,0.00164,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000062,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,27.5,28.5,,0.0,,0.0,normalized_source_flux_density,0.03806,relative per MeV,0.00162,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000063,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,28.5,29.5,,0.0,,0.0,normalized_source_flux_density,0.03927,relative per MeV,0.00167,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000064,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,29.5,30.5,,0.0,,0.0,normalized_source_flux_density,0.03845,relative per MeV,0.00164,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000065,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,30.5,31.5,,0.0,,0.0,normalized_source_flux_density,0.03875,relative per MeV,0.00165,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000066,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,31.5,32.5,,0.0,,0.0,normalized_source_flux_density,0.03857,relative per MeV,0.00164,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000067,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,32.5,33.5,,0.0,,0.0,normalized_source_flux_density,0.03878,relative per MeV,0.00239,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000068,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,33.5,34.5,,0.0,,0.0,normalized_source_flux_density,0.03762,relative per MeV,0.00233,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000069,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,34.5,35.5,,0.0,,0.0,normalized_source_flux_density,0.03702,relative per MeV,0.00228,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000070,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,35.5,36.5,,0.0,,0.0,normalized_source_flux_density,0.03716,relative per MeV,0.0023,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000071,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,36.5,37.5,,0.0,,0.0,normalized_source_flux_density,0.03656,relative per MeV,0.00226,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000072,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,37.5,38.5,,0.0,,0.0,normalized_source_flux_density,0.03615,relative per MeV,0.00223,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000073,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,38.5,39.5,,0.0,,0.0,normalized_source_flux_density,0.03399,relative per MeV,0.0021,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000074,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,39.5,40.5,,0.0,,0.0,normalized_source_flux_density,0.03345,relative per MeV,0.00207,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000075,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,40.5,41.5,,0.0,,0.0,normalized_source_flux_density,0.03324,relative per MeV,0.00205,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000076,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,41.5,42.5,,0.0,,0.0,normalized_source_flux_density,0.0334,relative per MeV,0.00207,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000077,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,42.5,43.5,,0.0,,0.0,normalized_source_flux_density,0.03137,relative per MeV,0.00194,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000078,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,43.5,44.5,,0.0,,0.0,normalized_source_flux_density,0.03211,relative per MeV,0.00198,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000079,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,44.5,45.5,,0.0,,0.0,normalized_source_flux_density,0.03103,relative per MeV,0.00192,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000080,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,45.5,46.5,,0.0,,0.0,normalized_source_flux_density,0.03102,relative per MeV,0.00192,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000081,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,46.5,47.5,,0.0,,0.0,normalized_source_flux_density,0.0316,relative per MeV,0.00195,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000082,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,47.5,48.5,,0.0,,0.0,normalized_source_flux_density,0.03086,relative per MeV,0.0019,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000083,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,48.5,49.5,,0.0,,0.0,normalized_source_flux_density,0.03003,relative per MeV,0.00185,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000084,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,49.5,50.5,,0.0,,0.0,normalized_source_flux_density,0.02856,relative per MeV,0.00177,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000085,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,50.5,51.5,,0.0,,0.0,normalized_source_flux_density,0.02804,relative per MeV,0.00173,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000086,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,51.5,52.5,,0.0,,0.0,normalized_source_flux_density,0.02656,relative per MeV,0.00164,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000087,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,52.5,53.5,,0.0,,0.0,normalized_source_flux_density,0.02505,relative per MeV,0.00156,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000088,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,53.5,54.5,,0.0,,0.0,normalized_source_flux_density,0.02391,relative per MeV,0.00148,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000089,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,54.5,55.5,,0.0,,0.0,normalized_source_flux_density,0.02177,relative per MeV,0.00136,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000090,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,55.5,56.5,,0.0,,0.0,normalized_source_flux_density,0.01959,relative per MeV,0.00122,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000091,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,56.5,57.5,,0.0,,0.0,normalized_source_flux_density,0.01604,relative per MeV,0.00101,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000092,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,57.5,58.5,,0.0,,0.0,normalized_source_flux_density,0.01281,relative per MeV,0.000838,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000093,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,58.5,59.5,,0.0,,0.0,normalized_source_flux_density,0.01088,relative per MeV,0.000742,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000094,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,59.5,60.5,,0.0,,0.0,normalized_source_flux_density,0.00901,relative per MeV,0.000627,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000095,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,60.5,61.5,,0.0,,0.0,normalized_source_flux_density,0.007428,relative per MeV,0.000527,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000096,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,61.5,62.5,,0.0,,0.0,normalized_source_flux_density,0.008095,relative per MeV,0.000562,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000097,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,62.5,63.5,,0.0,,0.0,normalized_source_flux_density,0.04701,relative per MeV,0.0029,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000098,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,63.5,64.5,,0.0,,0.0,normalized_source_flux_density,0.2104,relative per MeV,0.0127,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000099,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,64.5,65.5,,0.0,,0.0,normalized_source_flux_density,0.3614,relative per MeV,0.0218,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000100,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,65.5,66.5,,0.0,,0.0,normalized_source_flux_density,0.2765,relative per MeV,0.0167,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000101,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,66.5,67.5,,0.0,,0.0,normalized_source_flux_density,0.08202,relative per MeV,0.00499,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000102,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,67.5,68.5,,0.0,,0.0,normalized_source_flux_density,0.008896,relative per MeV,0.000605,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000103,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,68.5,69.5,,0.0,,0.0,normalized_source_flux_density,0.001074,relative per MeV,0.000112,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000104,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,69.5,70.5,,0.0,,0.0,normalized_source_flux_density,0.0004013,relative per MeV,6.17e-05,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000105,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,70.5,71.5,,0.0,,0.0,normalized_source_flux_density,0.0004973,relative per MeV,6.87e-05,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N002_JAERI_TIARA_68MEV_SOURCE_000106,N002_JAERI_TIARA_68MEV,external_reference,neutron,source spectrum,,measured 68-MeV p-7Li source,68.0,,JAERI_68MEV_SOURCE_TOF,JAERI_68MEV_PEAK_NORMALIZED_SHAPE,,,71.5,72.5,,0.0,,0.0,normalized_source_flux_density,0.0001324,relative per MeV,3.24e-05,,source-spectrum measurement,OK,,JAERI-Data/Code 97-020 Tables 3-4,jaeri_tiara_source_spectra.csv
N001_JAERI_TIARA_43MEV_TRANS_000000,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T025_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,,43.0,44.0,,25.0,,0.0,lethargy_flux,6740.0,n cm-2 lethargy-1 uC-1,694.22,10.3,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000001,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T025_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,,42.0,43.0,,25.0,,0.0,lethargy_flux,13200.0,n cm-2 lethargy-1 uC-1,831.6,6.3,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000002,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T025_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,,41.0,42.0,,25.0,,0.0,lethargy_flux,19700.0,n cm-2 lethargy-1 uC-1,906.2,4.6,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000003,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T025_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,,40.0,41.0,,25.0,,0.0,lethargy_flux,22700.0,n cm-2 lethargy-1 uC-1,1066.9,4.7,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000004,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T025_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,,39.0,40.0,,25.0,,0.0,lethargy_flux,20200.0,n cm-2 lethargy-1 uC-1,1070.6,5.3,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000005,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T025_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,,38.0,39.0,,25.0,,0.0,lethargy_flux,14000.0,n cm-2 lethargy-1 uC-1,840.0,6.0,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000006,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T025_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,,37.0,38.0,,25.0,,0.0,lethargy_flux,7430.0,n cm-2 lethargy-1 uC-1,445.8,6.0,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
