file,stem,path,source_dir,channel,embedding_dimension,status,error,n_samples_original,n_samples_used,state_dim,subsample_step,dt_used,steps_used,elapsed_sec,dataset_id,sample_id,observable,ordered_coordinate,source_file,Exp1,Exp2,Exp3,Exp4,Exp5,Exp6,Exp7,Exp8,Exp9,Exp10
7dembedded_C__transmission.npy,7dembedded_C__transmission,embeddings_4to10/7dembedded_C__transmission.npy,embeddings_4to10,C__transmission,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.01318216323852539,N003,C,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,72.0146977782224,43.22335839417269,7.238661936004634,-7.364126636323496,-42.95598596373379,-119.01690287845517,-198.23633935795044,,,
7dembedded_D__macroscopic_removal_cross_section.npy,7dembedded_D__macroscopic_removal_cross_section,embeddings_4to10/7dembedded_D__macroscopic_removal_cross_section.npy,embeddings_4to10,D__macroscopic_removal_cross_section,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.013727188110351562,N003,D,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,72.4276059905496,54.81643889186055,26.33588607868332,-20.991530519578223,-45.30442417324383,-102.53231086393562,-246.65157659625925,,,
7dembedded_D__transmission.npy,7dembedded_D__transmission,embeddings_4to10/7dembedded_D__transmission.npy,embeddings_4to10,D__transmission,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.013692140579223633,N003,D,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,73.47200336882761,55.98526071562127,21.824711674015244,-6.187839535153599,-56.61637648655243,-102.29061993005655,-225.03230274162667,,,
7dembedded_R__macroscopic_removal_cross_section.npy,7dembedded_R__macroscopic_removal_cross_section,embeddings_4to10/7dembedded_R__macroscopic_removal_cross_section.npy,embeddings_4to10,R__macroscopic_removal_cross_section,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.014149904251098633,N003,R,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,77.60949620310268,48.832797431100516,12.82252759559795,-19.84581112771206,-40.614982793957374,-114.20427341931278,-210.76597671447735,,,
7dembedded_R__transmission.npy,7dembedded_R__transmission,embeddings_4to10/7dembedded_R__transmission.npy,embeddings_4to10,R__transmission,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.014360666275024414,N003,R,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,83.09073105687209,40.22767415345494,17.114291576331418,-17.95384293947154,-49.716125205166406,-117.56500394002128,-219.58812894794227,,,
7dembedded_S__macroscopic_removal_cross_section.npy,7dembedded_S__macroscopic_removal_cross_section,embeddings_4to10/7dembedded_S__macroscopic_removal_cross_section.npy,embeddings_4to10,S__macroscopic_removal_cross_section,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.01361393928527832,N003,S,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,87.45895288943399,63.5761213460445,29.131772338027705,-2.0809127995414194,-66.69806491805153,-110.35938384156498,-233.24719977336824,,,
7dembedded_S__transmission.npy,7dembedded_S__transmission,embeddings_4to10/7dembedded_S__transmission.npy,embeddings_4to10,S__transmission,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.01473546028137207,N003,S,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,89.02181471317344,59.459782290105025,22.83665277975551,-8.831881609650745,-61.39559162486472,-99.24981207589892,-232.17844849556582,,,
7dembedded_T__macroscopic_removal_cross_section.npy,7dembedded_T__macroscopic_removal_cross_section,embeddings_4to10/7dembedded_T__macroscopic_removal_cross_section.npy,embeddings_4to10,T__macroscopic_removal_cross_section,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.014332294464111328,N003,T,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,102.64655252331193,55.72277869663225,26.225349115421054,-17.9195980598638,-38.55168280384864,-119.80973371935828,-252.76211990415024,,,
7dembedded_T__transmission.npy,7dembedded_T__transmission,embeddings_4to10/7dembedded_T__transmission.npy,embeddings_4to10,T__transmission,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.015039920806884766,N003,T,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,97.3369813086363,56.692352243883015,30.324482357619825,-13.887696001382611,-47.21396135372462,-110.43744881450185,-241.8536513354768,,,
7dembedded_U__macroscopic_removal_cross_section.npy,7dembedded_U__macroscopic_removal_cross_section,embeddings_4to10/7dembedded_U__macroscopic_removal_cross_section.npy,embeddings_4to10,U__macroscopic_removal_cross_section,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.01513981819152832,N003,U,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,74.92254387096615,45.41845047506554,23.603587299499633,-13.511022972255594,-38.54998605955655,-111.05205709761276,-207.36754877577187,,,
7dembedded_U__transmission.npy,7dembedded_U__transmission,embeddings_4to10/7dembedded_U__transmission.npy,embeddings_4to10,U__transmission,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.014038324356079102,N003,U,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,79.13829875062274,40.14610731150006,23.020036728831275,-7.654391123843763,-63.338414115010984,-82.73074335430904,-239.24870517755852,,,
7dembedded_V__macroscopic_removal_cross_section.npy,7dembedded_V__macroscopic_removal_cross_section,embeddings_4to10/7dembedded_V__macroscopic_removal_cross_section.npy,embeddings_4to10,V__macroscopic_removal_cross_section,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.01403951644897461,N003,V,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,79.88139297835552,53.54763355715452,17.62271352259795,-24.909083774809755,-53.89255376120985,-122.64847844111084,-233.97606836857963,,,
7dembedded_V__transmission.npy,7dembedded_V__transmission,embeddings_4to10/7dembedded_V__transmission.npy,embeddings_4to10,V__transmission,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.014543771743774414,N003,V,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,81.43625436575661,49.6606702592956,17.17740224171703,-21.628036981098454,-64.19286693262752,-109.60975485242544,-238.62959035411964,,,
8dembedded_A__macroscopic_removal_cross_section.npy,8dembedded_A__macroscopic_removal_cross_section,embeddings_4to10/8dembedded_A__macroscopic_removal_cross_section.npy,embeddings_4to10,A__macroscopic_removal_cross_section,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.013963460922241211,N003,A,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,85.95107472826005,40.25871955239047,37.25346813228572,8.933099284154663,-35.958209206411915,-61.35781563117517,-107.65821367421444,-219.09209930522607,,
8dembedded_A__transmission.npy,8dembedded_A__transmission,embeddings_4to10/8dembedded_A__transmission.npy,embeddings_4to10,A__transmission,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.014282941818237305,N003,A,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,82.06807484518184,58.33137611825333,33.71909169800263,1.8127829344097535,-24.17167953986924,-67.96973999774902,-113.79597934262077,-228.90039005117,,
8dembedded_B__macroscopic_removal_cross_section.npy,8dembedded_B__macroscopic_removal_cross_section,embeddings_4to10/8dembedded_B__macroscopic_removal_cross_section.npy,embeddings_4to10,B__macroscopic_removal_cross_section,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.015003681182861328,N003,B,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,88.81205321784014,55.17001354171845,18.521893521522134,1.9069316520770532,-28.80738681150703,-52.22708924928026,-104.35523202511706,-249.936323938058,,
8dembedded_B__transmission.npy,8dembedded_B__transmission,embeddings_4to10/8dembedded_B__transmission.npy,embeddings_4to10,B__transmission,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.014824867248535156,N003,B,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,83.17386875320473,38.54155689685045,21.29783995861051,7.400578404470155,-17.502498861100257,-51.76025504250732,-101.02980946381685,-252.09982329048057,,
8dembedded_C__macroscopic_removal_cross_section.npy,8dembedded_C__macroscopic_removal_cross_section,embeddings_4to10/8dembedded_C__macroscopic_removal_cross_section.npy,embeddings_4to10,C__macroscopic_removal_cross_section,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.014974117279052734,N003,C,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,85.28466294192431,49.98274486681202,35.220517474093874,-5.298738316017533,-27.816571206364504,-60.96065959639006,-118.13504430936834,-208.99745485057304,,
8dembedded_C__transmission.npy,8dembedded_C__transmission,embeddings_4to10/8dembedded_C__transmission.npy,embeddings_4to10,C__transmission,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.014176130294799805,N003,C,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,79.63839277047728,56.27675971511411,36.405354570280046,-2.81702031901628,-17.84149047731563,-72.99488271333398,-115.71948999640468,-224.11004284431675,,
8dembedded_D__macroscopic_removal_cross_section.npy,8dembedded_D__macroscopic_removal_cross_section,embeddings_4to10/8dembedded_D__macroscopic_removal_cross_section.npy,embeddings_4to10,D__macroscopic_removal_cross_section,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.014452695846557617,N003,D,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,83.4592041474858,51.332795428760484,38.00059199071487,10.887771335518657,-33.58388140715077,-62.03695327352984,-122.53946814252946,-228.4366166928623,,
8dembedded_D__transmission.npy,8dembedded_D__transmission,embeddings_4to10/8dembedded_D__transmission.npy,embeddings_4to10,D__transmission,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.01410818099975586,N003,D,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,94.56366619957498,56.38161670375393,35.074332225157356,-0.7760036473209789,-24.509968364618985,-75.32461107971866,-106.18354503477578,-232.26159336370839,,
8dembedded_R__macroscopic_removal_cross_section.npy,8dembedded_R__macroscopic_removal_cross_section,embeddings_4to10/8dembedded_R__macroscopic_removal_cross_section.npy,embeddings_4to10,R__macroscopic_removal_cross_section,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.013959407806396484,N003,R,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,86.09143816051213,49.381623604671965,24.322754072327342,-5.7876855451789675,-10.533928472375834,-61.9082058913,-119.61503873872005,-199.27959187871733,,
8dembedded_R__transmission.npy,8dembedded_R__transmission,embeddings_4to10/8dembedded_R__transmission.npy,embeddings_4to10,R__transmission,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.014570474624633789,N003,R,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,84.27974848261213,49.60106056336548,31.825112939465438,13.040694287279171,-22.032903300922783,-61.121869685264066,-112.21612546758024,-203.7085538382762,,
8dembedded_S__macroscopic_removal_cross_section.npy,8dembedded_S__macroscopic_removal_cross_section,embeddings_4to10/8dembedded_S__macroscopic_removal_cross_section.npy,embeddings_4to10,S__macroscopic_removal_cross_section,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.01472783088684082,N003,S,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,88.83393260776187,56.78231118554119,37.62097096864028,0.256762023885203,-19.60916355503869,-57.602726232424324,-108.73218545829238,-238.82070558141206,,
8dembedded_S__transmission.npy,8dembedded_S__transmission,embeddings_4to10/8dembedded_S__transmission.npy,embeddings_4to10,S__transmission,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.014455080032348633,N003,S,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,88.7933182556328,65.5073708022788,35.8950239466237,2.1467365432680396,-26.270290089580325,-62.449624750477135,-103.70196918037772,-220.2767759044317,,
8dembedded_T__macroscopic_removal_cross_section.npy,8dembedded_T__macroscopic_removal_cross_section,embeddings_4to10/8dembedded_T__macroscopic_removal_cross_section.npy,embeddings_4to10,T__macroscopic_removal_cross_section,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.014808893203735352,N003,T,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,93.37989061221914,70.17812851305487,25.3617365838124,13.559808045773737,-19.20405682323545,-62.52731770574452,-110.35971435892398,-235.91034002640907,,
8dembedded_T__transmission.npy,8dembedded_T__transmission,embeddings_4to10/8dembedded_T__transmission.npy,embeddings_4to10,T__transmission,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.01453709602355957,N003,T,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,96.92033137016044,62.00857549274329,37.84159674137136,-0.989050620037561,-21.243207276494527,-60.53486176392623,-114.26079135578719,-240.78165579634967,,
8dembedded_U__macroscopic_removal_cross_section.npy,8dembedded_U__macroscopic_removal_cross_section,embeddings_4to10/8dembedded_U__macroscopic_removal_cross_section.npy,embeddings_4to10,U__macroscopic_removal_cross_section,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.014963626861572266,N003,U,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,75.2917565959699,53.60076924327436,32.38401479407608,-3.1029052218302624,-25.2782145776637,-46.39237768666802,-119.84846228730136,-230.87269731375872,,
8dembedded_U__transmission.npy,8dembedded_U__transmission,embeddings_4to10/8dembedded_U__transmission.npy,embeddings_4to10,U__transmission,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.01401066780090332,N003,U,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,79.72264124160385,58.928310055214894,23.808990437047527,-4.648698965573912,-39.18773561006016,-53.82754776884307,-97.59160572037703,-240.22264041712452,,
8dembedded_V__macroscopic_removal_cross_section.npy,8dembedded_V__macroscopic_removal_cross_section,embeddings_4to10/8dembedded_V__macroscopic_removal_cross_section.npy,embeddings_4to10,V__macroscopic_removal_cross_section,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.015031099319458008,N003,V,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,92.4351852618068,65.45668158593772,15.114184861152864,-1.8952995836006898,-19.060354964772344,-59.235331676985275,-119.5987622282055,-213.1028130546317,,
8dembedded_V__transmission.npy,8dembedded_V__transmission,embeddings_4to10/8dembedded_V__transmission.npy,embeddings_4to10,V__transmission,8,ok,,5993,2997,8,2,0.004603362395251549,150,0.014620065689086914,N003,V,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,96.20117845581326,63.00152853607822,26.12630027795506,-0.4239349331520808,-32.70376357696637,-60.764269626679784,-112.64198757010446,-222.5359379380462,,
9dembedded_A__macroscopic_removal_cross_section.npy,9dembedded_A__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_A__macroscopic_removal_cross_section.npy,embeddings_4to10,A__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013802528381347656,N003,A,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,92.93112184477816,68.69236249843067,38.06704988380168,10.25241155261198,-11.54500506153461,-18.855719317108342,-60.7972436603223,-105.53932211178453,-257.26316651160363,
9dembedded_A__transmission.npy,9dembedded_A__transmission,embeddings_4to10/9dembedded_A__transmission.npy,embeddings_4to10,A__transmission,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.014739751815795898,N003,A,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,96.3465399690682,64.26033844530347,39.003308867908906,10.953455266839477,-5.236274885005288,-33.3823596936739,-54.71519971001909,-103.22135918982114,-240.89706639925205,
9dembedded_B__macroscopic_removal_cross_section.npy,9dembedded_B__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_B__macroscopic_removal_cross_section.npy,embeddings_4to10,B__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013813018798828125,N003,B,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,88.44288966143137,66.79385707099318,36.61314456292582,5.094697849505075,1.507608220219452,-36.62301272707292,-69.28648852875757,-105.57163451697005,-240.87316566785537,
9dembedded_B__transmission.npy,9dembedded_B__transmission,embeddings_4to10/9dembedded_B__transmission.npy,embeddings_4to10,B__transmission,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013487577438354492,N003,B,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,85.61909991942363,65.61430447991499,37.32139756680888,14.346664442891536,-3.337326490446755,-34.393503760642986,-65.21461595737047,-112.54420984809589,-283.1798947312154,
9dembedded_C__macroscopic_removal_cross_section.npy,9dembedded_C__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_C__macroscopic_removal_cross_section.npy,embeddings_4to10,C__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013687849044799805,N003,C,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,95.33098217996562,51.37198782464073,36.960809883926956,14.786874608476946,-15.3877766707088,-42.363891483032724,-50.99254395583422,-104.16260145661262,-182.1836842136129,
9dembedded_C__transmission.npy,9dembedded_C__transmission,embeddings_4to10/9dembedded_C__transmission.npy,embeddings_4to10,C__transmission,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.014062166213989258,N003,C,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,92.8742997314366,63.728107322211876,43.43275027483441,12.614731615272609,-13.60188518898783,-41.52112781682334,-61.003276764951124,-105.74344242152137,-187.41209699619722,
9dembedded_D__macroscopic_removal_cross_section.npy,9dembedded_D__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_D__macroscopic_removal_cross_section.npy,embeddings_4to10,D__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013710737228393555,N003,D,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,106.91413205610853,55.308240391570145,40.8801628411611,7.189508453604673,-5.926015099358133,-39.71007116195505,-86.16177433035942,-109.42982353801698,-244.42138226571782,
9dembedded_D__transmission.npy,9dembedded_D__transmission,embeddings_4to10/9dembedded_D__transmission.npy,embeddings_4to10,D__transmission,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013781309127807617,N003,D,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,89.64668571799268,53.99579662854914,29.268476615130005,26.820846114461574,-5.788473981323227,-34.399000248777874,-71.63170609201902,-120.60546377302988,-253.68638446081485,
9dembedded_R__macroscopic_removal_cross_section.npy,9dembedded_R__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_R__macroscopic_removal_cross_section.npy,embeddings_4to10,R__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.014404058456420898,N003,R,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,109.53691274427264,68.77947319682704,29.29790473852336,8.77566045587901,-10.107548783345994,-41.18063958171094,-53.80480145242659,-95.24747973964348,-229.26496886793078,
9dembedded_R__transmission.npy,9dembedded_R__transmission,embeddings_4to10/9dembedded_R__transmission.npy,embeddings_4to10,R__transmission,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013547658920288086,N003,R,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,102.33930184088294,70.90739228185015,31.325159557773727,15.73653050172704,-15.882887392032067,-36.87420926011779,-66.34835422307279,-116.02963486325045,-210.96452162733567,
9dembedded_S__macroscopic_removal_cross_section.npy,9dembedded_S__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_S__macroscopic_removal_cross_section.npy,embeddings_4to10,S__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013639688491821289,N003,S,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,115.83335578150296,57.10883463919378,35.61490395480084,14.571593788880772,-19.976199264956264,-29.432238853019395,-54.43463863562722,-119.19761757791514,-218.85696939733194,
9dembedded_S__transmission.npy,9dembedded_S__transmission,embeddings_4to10/9dembedded_S__transmission.npy,embeddings_4to10,S__transmission,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013677120208740234,N003,S,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,104.20212443957351,66.33198531235942,39.263525622470276,13.303482645591679,-10.797086751604214,-32.30140592922005,-65.43496435991818,-116.51367261163199,-230.50007002541582,
9dembedded_T__macroscopic_removal_cross_section.npy,9dembedded_T__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_T__macroscopic_removal_cross_section.npy,embeddings_4to10,T__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.01459956169128418,N003,T,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,100.50122090884396,75.1939838255551,38.9799370686116,24.603691831750787,-18.664373849167095,-35.45732093383977,-72.25925319586285,-128.0660636744601,-224.6428796146663,
9dembedded_T__transmission.npy,9dembedded_T__transmission,embeddings_4to10/9dembedded_T__transmission.npy,embeddings_4to10,T__transmission,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013765096664428711,N003,T,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,103.11344082308669,68.84201552097922,60.41763242212684,11.233802535832224,-12.430307477556955,-28.98993679359965,-77.03555422819525,-127.79327483742053,-234.01852513939278,
9dembedded_U__macroscopic_removal_cross_section.npy,9dembedded_U__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_U__macroscopic_removal_cross_section.npy,embeddings_4to10,U__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013763666152954102,N003,U,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,98.891659810257,53.562237695164924,40.64951608634958,9.423059806677866,-11.399179872321593,-41.55867491614525,-67.11428331889427,-114.35066779945637,-225.9999486063849,
9dembedded_U__transmission.npy,9dembedded_U__transmission,embeddings_4to10/9dembedded_U__transmission.npy,embeddings_4to10,U__transmission,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013381719589233398,N003,U,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,105.29693602408922,59.763376148497215,30.392892087885944,17.717807617278158,-4.66033511923326,-36.165204659099444,-63.76434466540803,-109.61987042306504,-218.37316000589988,
9dembedded_V__macroscopic_removal_cross_section.npy,9dembedded_V__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_V__macroscopic_removal_cross_section.npy,embeddings_4to10,V__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.014060020446777344,N003,V,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,87.81767406807717,72.03604214874744,33.91015498857767,15.09341204224038,-7.73606713271324,-26.605297388452485,-56.29896110158577,-109.53817061635742,-260.174818350133,
9dembedded_V__transmission.npy,9dembedded_V__transmission,embeddings_4to10/9dembedded_V__transmission.npy,embeddings_4to10,V__transmission,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013447761535644531,N003,V,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,92.69827216279052,65.26359265521931,38.58311992715573,11.428588903646098,-8.778391955207795,-29.926910604995893,-61.910144170824836,-108.4985336442301,-230.4530813294268,
