sample_id,lag_samples,lag_log_energy,mutual_information
B,248,0.6850031616584431,1.0018772158355693
B,260,0.7181484759322387,0.9972955792568499
B,272,0.7512937902060344,1.0115299780985598
B,283,0.7816769949570137,0.9911833607045191
B,295,0.8148223092308093,0.9970085338691081
B,307,0.847967623504605,0.9946498197393776
B,319,0.8811129377784006,0.9901947310485264
B,330,0.9114961425293799,0.9831033510324589
B,342,0.9446414568031756,1.0158567403335503
B,354,0.9777867710769712,0.9713202516532977
B,366,1.0109320853507668,0.9615146905944867
B,377,1.0413152901017462,0.9817667674492068
B,389,1.0744606043755418,0.9644899843313421
B,401,1.1076059186493374,0.969074343976219
B,413,1.140751232923133,0.9429203659494707
B,424,1.1711344376741124,0.9608841788977278
B,436,1.204279751947908,0.9541587805288057
B,448,1.2374250662217037,0.9593144996016161
B,460,1.2705703804954993,0.9635266596114507
B,471,1.3009535852464786,0.9385070278661383
B,483,1.3340988995202743,0.9303353358881452
B,495,1.36724421379407,0.9335791204458328
B,507,1.4003895280678655,0.9094944991787752
B,518,1.4307727328188449,0.9516003968477138
B,530,1.4639180470926405,0.9285787336943736
B,542,1.4970633613664361,0.9240987236895846
B,554,1.5302086756402318,0.897484209950413
B,565,1.560591880391211,0.893259941436173
B,577,1.5937371946650067,0.9190873146477037
B,589,1.6268825089388024,0.905142146919709
B,601,1.660027823212598,0.9104231508253342
B,612,1.6904110279635773,0.8823486971510599
B,624,1.723556342237373,0.8732748955572003
B,636,1.7567016565111686,0.8645169258645602
B,648,1.7898469707849642,0.8616653419671474
B,659,1.8202301755359436,0.8486688183385995
B,671,1.8533754898097392,0.8363773857212848
B,683,1.8865208040835348,0.8757279843332002
B,695,1.9196661183573305,0.8327453697835727
B,706,1.9500493231083098,0.836208950411609
B,718,1.9831946373821054,0.8146883848272939
B,730,2.016339951655901,0.8178831756270606
B,742,2.0494852659296967,0.8234898255891343
B,753,2.079868470680676,0.8333312780863773
B,765,2.1130137849544717,0.7992656388377597
B,777,2.1461590992282673,0.790999159328484
B,789,2.179304413502063,0.760535634433662
B,800,2.2096876182530423,0.7792401548361916
B,812,2.242832932526838,0.8017595058584694
B,824,2.2759782468006335,0.7917550681374896
B,836,2.309123561074429,0.7908375204059768
B,847,2.3395067658254085,0.7649039320521753
B,859,2.372652080099204,0.7869550554856319
B,871,2.4057973943729998,0.7543683238539698
B,883,2.4389427086467954,0.7692551482106369
B,894,2.4693259133977747,0.7581120410716613
B,906,2.5024712276715704,0.748860692544393
B,918,2.535616541945366,0.7258700903619708
B,930,2.5687618562191616,0.7234477312453373
B,941,2.599145060970141,0.7443718105931811
B,953,2.6322903752439366,0.7353763646724651
B,965,2.6654356895177322,0.719695724440955
B,977,2.698581003791528,0.72278039840874
B,988,2.728964208542507,0.7136032825554608
B,1000,2.762109522816303,0.6971978604951037
C,25,0.06905273807040757,1.0664771476108283
C,37,0.1021980523442032,1.0964235666614872
C,48,0.13258125709518254,1.0911858746459009
C,49,0.13534336661799884,1.0633312574905833
C,50,0.13810547614081514,1.085087563842153
C,51,0.14086758566363144,1.0940333099208441
C,52,0.14362969518644775,1.0768032245187582
C,53,0.14639180470926405,1.0704835954514191
C,54,0.14915391423208035,1.0963747800175154
C,55,0.15191602375489666,1.084662066694582
C,56,0.15467813327771296,1.0662562309079515
C,57,0.15744024280052926,1.0773762364254287
C,58,0.16020235232334556,1.0777316195426945
C,59,0.16296446184616187,1.0986074762101836
C,60,0.16572657136897817,1.074297897987564
C,61,0.16848868089179447,1.0781309610128327
C,62,0.17125079041461078,1.094809837514199
C,63,0.17401289993742708,1.0937527351216785
C,64,0.17677500946024338,1.0510320136793823
C,65,0.17953711898305968,1.088523017391446
