file,stem,path,source_dir,channel,embedding_dimension,status,error,n_samples_original,n_samples_used,state_dim,subsample_step,dt_used,steps_used,elapsed_sec,dataset_id,sample_id,observable,ordered_coordinate,source_file,Exp1,Exp2,Exp3,Exp4,Exp5,Exp6,Exp7,Exp8,Exp9,Exp10,LLE,MLE,most_negative_exp,sum_exponents,mean_exponent,std_exponent,spectral_radius_abs,positive_count,negative_count,near_zero_count,KS_entropy_proxy,Kaplan_Yorke_dim,expansion_entropy,chaos_timescale,hyperchaos_flag,dissipative_flag,reliable_steps_flag,quality_score,divergence_coordinate_scale,multiple_positive_directions_flag
10dembedded_T__transmission.npy,10dembedded_T__transmission,embeddings_4to10/10dembedded_T__transmission.npy,embeddings_4to10,T__transmission,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.0136871337890625,N003,T,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,124.84192094049648,79.90130493082006,51.35515894573457,36.19498970756883,8.406804010056044,-15.963350257912603,-38.96337007417699,-60.840871937261284,-120.39267489871527,-236.84099157251137,124.84192094049648,85.36612827235037,-236.84099157251137,-172.30108020590154,-17.230108020590155,99.5397897471577,236.84099157251137,5,5,0,300.70017853467596,9.272503129370028,0.8535965423440898,0.008010129870371275,True,True,False,53.03300858899106,0.008010129870371275,True
2dembedded_B__macroscopic_removal_cross_section.npy,2dembedded_B__macroscopic_removal_cross_section,2dembedding_data/2dembedded_B__macroscopic_removal_cross_section.npy,2dembedding_data,B__macroscopic_removal_cross_section,2,ok,,5999,3000,2,2,0.004603362395251549,150,0.010767936706542969,N003,B,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,248.03851992152187,51.08638644361892,,,,,,,,,248.03851992152187,149.56245318257038,51.08638644361892,299.12490636514076,149.56245318257038,98.47606673895147,248.03851992152187,2,0,0,299.12490636514076,2.0,0.6594999656787024,0.004031631862326847,True,False,True,70.71067811865474,0.004031631862326847,True
2dembedded_V__macroscopic_removal_cross_section.npy,2dembedded_V__macroscopic_removal_cross_section,2dembedding_data/2dembedded_V__macroscopic_removal_cross_section.npy,2dembedding_data,V__macroscopic_removal_cross_section,2,ok,,5999,3000,2,2,0.004603362395251549,150,0.012453794479370117,N003,V,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,274.6722435569336,18.558032901385033,,,,,,,,,274.6722435569336,146.61513822915933,18.558032901385033,293.23027645831866,146.61513822915933,128.0571053277743,274.6722435569336,2,0,0,293.23027645831866,2.0,0.34036207828664006,0.003640702777427606,True,False,True,70.71067811865474,0.003640702777427606,True
2dembedded_S__macroscopic_removal_cross_section.npy,2dembedded_S__macroscopic_removal_cross_section,2dembedding_data/2dembedded_S__macroscopic_removal_cross_section.npy,2dembedding_data,S__macroscopic_removal_cross_section,2,ok,,5999,3000,2,2,0.004603362395251549,150,0.010987520217895508,N003,S,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,229.9389788947656,59.94569753501183,,,,,,,,,229.9389788947656,144.9423382148887,59.94569753501183,289.8846764297774,144.9423382148887,84.99664067987689,229.9389788947656,2,0,0,289.8846764297774,2.0,0.7353049498636877,0.004348979911133998,True,False,True,70.71067811865474,0.004348979911133998,True
10dembedded_R__transmission.npy,10dembedded_R__transmission,embeddings_4to10/10dembedded_R__transmission.npy,embeddings_4to10,R__transmission,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.013869285583496094,N003,R,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,114.9458263830075,80.65567925505592,55.90188374511732,31.569756098237253,5.963403590318417,-9.25981111855186,-34.65334556170697,-61.47871684106647,-112.07215546830216,-271.0014726108429,114.9458263830075,83.83446312772692,-271.0014726108429,-199.4289525287339,-19.94289525287339,105.34045777885298,271.0014726108429,5,5,0,289.03654907173643,9.264103805018385,0.8466090052230146,0.008699750408230834,True,True,False,53.03300858899106,0.008699750408230834,True
10dembedded_T__macroscopic_removal_cross_section.npy,10dembedded_T__macroscopic_removal_cross_section,embeddings_4to10/10dembedded_T__macroscopic_removal_cross_section.npy,embeddings_4to10,T__macroscopic_removal_cross_section,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.014142274856567383,N003,T,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,127.53824392290878,72.48596771923802,56.00993052058151,27.80317460542627,4.8693641391674864,-17.24246231535522,-41.441139475899384,-68.98327947499816,-99.3377140517255,-233.57661831314903,127.53824392290878,85.34471405424277,-233.57661831314903,-171.87453272380526,-17.187453272380527,96.79842698717947,233.57661831314903,5,5,0,288.70668090732204,9.264162081097611,0.8203289307610024,0.007840785393003025,True,True,False,53.03300858899106,0.007840785393003025,True
10dembedded_U__transmission.npy,10dembedded_U__transmission,embeddings_4to10/10dembedded_U__transmission.npy,embeddings_4to10,U__transmission,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.014275789260864258,N003,U,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,129.2514192674058,65.19219633827053,54.414257094240554,27.871918183911696,10.516519130259063,-13.829547612852364,-39.981938514967254,-72.7671554386081,-105.7504085239472,-237.4229215494125,129.2514192674058,82.95262423330563,-237.4229215494125,-182.50566162569976,-18.250566162569974,98.03628708378665,237.4229215494125,5,5,0,287.2463100140876,9.231305636226379,0.8440900272785641,0.0077368589503154245,True,True,False,53.03300858899106,0.0077368589503154245,True
2dembedded_B__transmission.npy,2dembedded_B__transmission,2dembedding_data/2dembedded_B__transmission.npy,2dembedding_data,B__transmission,2,ok,,5999,3000,2,2,0.004603362395251549,150,0.010930776596069336,N003,B,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,226.29191529575112,60.39135736747438,,,,,,,,,226.29191529575112,143.34163633161276,60.39135736747438,286.6832726632255,143.34163633161276,82.95027896413838,226.29191529575112,2,0,0,286.6832726632255,2.0,0.7427334997310054,0.004419070821390392,True,False,True,70.71067811865474,0.004419070821390392,True
10dembedded_V__transmission.npy,10dembedded_V__transmission,embeddings_4to10/10dembedded_V__transmission.npy,embeddings_4to10,V__transmission,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.013938188552856445,N003,V,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,116.06620886816741,83.51817546934237,45.286579341081456,28.652933581739454,9.195399294024732,-4.777839528614433,-25.859030804249937,-74.52309772819805,-106.49043942660687,-181.5227293277589,116.06620886816741,81.62365455953041,-181.5227293277589,-110.45384026107273,-11.045384026107273,85.275430167734,181.5227293277589,5,5,0,282.7192965543554,9.391515097475002,0.8465742489238695,0.008615772064510521,True,True,False,53.03300858899106,0.008615772064510521,True
10dembedded_B__macroscopic_removal_cross_section.npy,10dembedded_B__macroscopic_removal_cross_section,embeddings_4to10/10dembedded_B__macroscopic_removal_cross_section.npy,embeddings_4to10,B__macroscopic_removal_cross_section,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.013936281204223633,N003,B,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,118.57695975685597,73.33202168523904,62.83970605975661,23.17255021164165,1.2685798330146127,-17.01461645175312,-37.180620455345405,-82.26444416419396,-112.34741129385725,-238.6966376287708,118.57695975685597,84.91622916728387,-238.6966376287708,-208.31391244741263,-20.831391244741262,98.8045430824359,238.6966376287708,5,5,0,279.18981754650787,9.127285937008507,0.7963007392412703,0.008433341536589542,True,True,False,53.03300858899106,0.008433341536589542,True
10dembedded_B__transmission.npy,10dembedded_B__transmission,embeddings_4to10/10dembedded_B__transmission.npy,embeddings_4to10,B__transmission,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.014076948165893555,N003,B,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,120.28438129851351,86.53561337764597,50.9362023075303,20.2321412209068,-2.310730791764424,-14.469515335515409,-44.48314024223885,-72.38348814786077,-125.17746422348746,-224.47234454439243,120.28438129851351,85.91873232789659,-224.47234454439243,-205.30834508066278,-20.530834508066278,97.07496373561503,224.47234454439243,4,6,0,277.9883382045966,9.08537354346535,0.8853930272979883,0.0083136313227423,True,True,False,53.03300858899106,0.0083136313227423,True
10dembedded_C__macroscopic_removal_cross_section.npy,10dembedded_C__macroscopic_removal_cross_section,embeddings_4to10/10dembedded_C__macroscopic_removal_cross_section.npy,embeddings_4to10,C__macroscopic_removal_cross_section,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.014168500900268555,N003,C,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,112.43474060522745,77.31187676164107,49.092566575614754,25.603834757487046,9.943574736574384,-21.850100782322023,-48.80620458020386,-74.55596976855449,-98.80878230019341,-248.32713402102704,112.43474060522745,79.61306131416109,-248.32713402102704,-217.96159801575612,-21.796159801575612,98.42768339081314,248.32713402102704,5,5,0,274.3865934365447,9.122280378763199,0.8524219989349497,0.008894048179566901,True,True,False,53.03300858899106,0.008894048179566901,True
10dembedded_U__macroscopic_removal_cross_section.npy,10dembedded_U__macroscopic_removal_cross_section,embeddings_4to10/10dembedded_U__macroscopic_removal_cross_section.npy,embeddings_4to10,U__macroscopic_removal_cross_section,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.014000177383422852,N003,U,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,110.92724498149589,81.80121014649787,65.0928523364967,16.371741951105147,-0.22555544568403563,-18.943320114438816,-43.73841849624615,-64.79193632558571,-113.77455104590268,-218.42828070174195,110.92724498149589,85.94043582149682,-218.42828070174195,-185.7090127140037,-18.57090127140037,93.36922837515272,218.42828070174195,4,6,0,274.1930494155956,9.149794101215381,0.8920288137416827,0.009014917842472452,True,True,False,53.03300858899106,0.009014917842472452,True
2dembedded_D__transmission.npy,2dembedded_D__transmission,2dembedding_data/2dembedded_D__transmission.npy,2dembedding_data,D__transmission,2,ok,,5999,3000,2,2,0.004603362395251549,150,0.01104736328125,N003,D,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,238.69366055724436,34.69006177756025,,,,,,,,,238.69366055724436,136.6918611674023,34.69006177756025,273.3837223348046,136.6918611674023,102.00179938984205,238.69366055724436,2,0,0,273.3837223348046,2.0,0.54885097040102,0.004189470292865933,True,False,True,70.71067811865474,0.004189470292865933,True
10dembedded_A__transmission.npy,10dembedded_A__transmission,embeddings_4to10/10dembedded_A__transmission.npy,embeddings_4to10,A__transmission,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.014155387878417969,N003,A,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,118.90291002893159,75.30200950911143,56.75903183397088,12.174184531354815,7.807562291065365,-24.76901107003623,-36.2578829306295,-74.16205871142532,-109.63502728498227,-233.87929306561898,118.90291002893159,83.65465045733797,-233.87929306561898,-207.75757486825822,-20.77575748682582,96.472919526453,233.87929306561898,5,5,0,270.9456981944341,9.111688888122437,0.7992548230980504,0.008410223095100691,True,True,False,53.03300858899106,0.008410223095100691,True
10dembedded_V__macroscopic_removal_cross_section.npy,10dembedded_V__macroscopic_removal_cross_section,embeddings_4to10/10dembedded_V__macroscopic_removal_cross_section.npy,embeddings_4to10,V__macroscopic_removal_cross_section,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.014395475387573242,N003,V,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,118.31806703098304,76.3829814872219,50.88575553729498,22.90489391844263,1.7153272876472387,-9.239057226996241,-29.134258325944057,-62.661041398394765,-118.47906009511152,-187.36070924271237,118.31806703098304,81.86226801849998,-187.36070924271237,-136.66710102756915,-13.666710102756914,86.65135092481181,187.36070924271237,5,5,0,270.2070252615898,9.270566910319886,0.791885843049799,0.008451794599874064,True,True,False,53.03300858899106,0.008451794599874064,True
2dembedded_D__macroscopic_removal_cross_section.npy,2dembedded_D__macroscopic_removal_cross_section,2dembedding_data/2dembedded_D__macroscopic_removal_cross_section.npy,2dembedding_data,D__macroscopic_removal_cross_section,2,ok,,5999,3000,2,2,0.004603362395251549,150,0.01071786880493164,N003,D,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,238.69079599109077,29.06985846537434,,,,,,,,,238.69079599109077,133.88032722823255,29.06985846537434,267.7606544564651,133.88032722823255,104.8104687628582,238.69079599109077,2,0,0,267.7606544564651,2.0,0.49557713285952976,0.004189520571364324,True,False,True,70.71067811865474,0.004189520571364324,True
10dembedded_C__transmission.npy,10dembedded_C__transmission,embeddings_4to10/10dembedded_C__transmission.npy,embeddings_4to10,C__transmission,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.01442265510559082,N003,C,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,118.78376771318382,65.65289451688808,50.45131520085093,26.76442623677558,5.981479964525731,-17.172132429779644,-44.497029340025826,-67.77588799473818,-96.37179642257145,-256.6881706225542,118.78376771318382,78.29599247697428,-256.6881706225542,-214.87113317744513,-21.487113317744512,99.57165876500707,256.6881706225542,5,5,0,267.6338836322241,9.162909873655996,0.8294864465091702,0.00841865870439981,True,True,False,53.03300858899106,0.00841865870439981,True
10dembedded_A__macroscopic_removal_cross_section.npy,10dembedded_A__macroscopic_removal_cross_section,embeddings_4to10/10dembedded_A__macroscopic_removal_cross_section.npy,embeddings_4to10,A__macroscopic_removal_cross_section,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.014549016952514648,N003,A,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,117.08974546645726,80.15271546878763,41.020949424010325,28.434731361236565,0.4328780278917808,-20.02749321628538,-40.685633955666574,-71.72892005216397,-114.61060940575744,-213.71978907368543,117.08974546645726,79.4211367864184,-213.71978907368543,-193.64142595517524,-19.364142595517524,92.13544650418591,213.71978907368543,5,5,0,267.13101974838355,9.093947140812439,0.7824552106439892,0.008540457544050861,True,True,False,53.03300858899106,0.008540457544050861,True
10dembedded_D__macroscopic_removal_cross_section.npy,10dembedded_D__macroscopic_removal_cross_section,embeddings_4to10/10dembedded_D__macroscopic_removal_cross_section.npy,embeddings_4to10,D__macroscopic_removal_cross_section,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.015070676803588867,N003,D,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,99.6644527383813,73.24081154391773,57.428876050279,26.720953633528996,8.35649414317361,-14.23494027855004,-38.67245181910573,-63.607442119247075,-117.72395269233601,-221.31109930256594,99.6644527383813,76.778046777526,-221.31109930256594,-190.1382981025242,-19.01382981025242,91.83981108210892,221.31109930256594,5,5,0,265.4115881092806,9.140855118872388,0.8663481792739571,0.010033667697197867,True,True,False,53.03300858899106,0.010033667697197867,True
10dembedded_D__transmission.npy,10dembedded_D__transmission,embeddings_4to10/10dembedded_D__transmission.npy,embeddings_4to10,D__transmission,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.014619112014770508,N003,D,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,110.81712046051057,76.24546607295295,44.46248239005652,20.69065574574662,10.554003611188797,-18.328036401429692,-38.94918682573331,-67.5784051507535,-115.04624445827133,-232.59856322434467,110.81712046051057,77.17502297450667,-232.59856322434467,-209.73070778007704,-20.973070778007703,94.85200987136075,232.59856322434467,5,5,0,262.76972828045547,9.098314689167754,0.8406691248046742,0.009023876417690783,True,True,False,53.03300858899106,0.009023876417690783,True
2dembedded_R__macroscopic_removal_cross_section.npy,2dembedded_R__macroscopic_removal_cross_section,2dembedding_data/2dembedded_R__macroscopic_removal_cross_section.npy,2dembedding_data,R__macroscopic_removal_cross_section,2,ok,,5999,3000,2,2,0.004603362395251549,150,0.010954141616821289,N003,R,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,230.72001101976392,17.209923017136184,,,,,,,,,230.72001101976392,123.96496701845005,17.209923017136184,247.9299340369001,123.96496701845005,106.75504400131386,230.72001101976392,2,0,0,247.9299340369001,2.0,0.36373472952639085,0.004334257768019689,True,False,True,70.71067811865474,0.004334257768019689,True
9dembedded_T__transmission.npy,9dembedded_T__transmission,embeddings_4to10/9dembedded_T__transmission.npy,embeddings_4to10,T__transmission,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013765096664428711,N003,T,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,103.11344082308669,68.84201552097922,60.41763242212684,11.233802535832224,-12.430307477556955,-28.98993679359965,-77.03555422819525,-127.79327483742053,-234.01852513939278,,103.11344082308669,77.45769625539758,-234.01852513939278,-236.66070717414019,-26.29563413046002,100.52647348058618,234.01852513939278,4,5,0,243.60689130202496,7.979324561185956,0.8718963103758427,0.00969805674233794,True,True,False,58.92556509887896,0.00969805674233794,True
9dembedded_T__macroscopic_removal_cross_section.npy,9dembedded_T__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_T__macroscopic_removal_cross_section.npy,embeddings_4to10,T__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.01459956169128418,N003,T,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,100.50122090884396,75.1939838255551,38.9799370686116,24.603691831750787,-18.664373849167095,-35.45732093383977,-72.25925319586285,-128.0660636744601,-224.6428796146663,,100.50122090884396,71.55838060100355,-224.6428796146663,-239.8110576332347,-26.64567307035941,97.28640470912528,224.6428796146663,4,5,0,239.27883363476144,7.8815597389084635,0.9071794721092851,0.009950127878615666,True,True,False,58.92556509887896,0.009950127878615666,True
2dembedded_R__transmission.npy,2dembedded_R__transmission,2dembedding_data/2dembedded_R__transmission.npy,2dembedding_data,R__transmission,2,ok,,5999,3000,2,2,0.004603362395251549,150,0.010994434356689453,N003,R,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,227.28560642689297,-3.8937942557939285,,,,,,,,,227.28560642689297,111.69590608554952,-3.8937942557939285,223.39181217109905,111.69590608554952,115.58970034134344,227.28560642689297,1,1,0,227.28560642689297,2.0,0.0,0.004399750673704244,False,False,True,70.71067811865474,0.004399750673704244,False
9dembedded_S__macroscopic_removal_cross_section.npy,9dembedded_S__macroscopic_removal_cross_section,embeddings_4to10/9dembedded_S__macroscopic_removal_cross_section.npy,embeddings_4to10,S__macroscopic_removal_cross_section,9,ok,,5992,2996,9,2,0.004603362395251549,150,0.013639688491821289,N003,S,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,115.83335578150296,57.10883463919378,35.61490395480084,14.571593788880772,-19.976199264956264,-29.432238853019395,-54.43463863562722,-119.19761757791514,-218.85696939733194,,115.83335578150296,69.51903145849919,-218.85696939733194,-218.76897556447162,-24.307663951607957,93.79448899236593,218.85696939733194,4,5,0,223.12868816437833,8.000402060912672,0.8369308936987655,0.008633091852111278,True,True,False,58.92556509887896,0.008633091852111278,True
