Omega,K,rotation_mean_mod1,rotation_std_across_samples,rotation_mean_unwrapped,nearest_low_order_rational,nearest_rational_p,nearest_rational_q,rational_distance,low_order_lock_within_tolerance
0.25961538461538464,0.0,0.2596153846153861,0.0,0.2596153846153861,0.25,1,4,0.00961538461538608,True
0.2692307692307693,0.0,0.26923076923077044,3.204937810639273e-17,0.26923076923077044,0.2857142857142857,2,7,0.01648351648351526,False
0.27884615384615385,0.0,0.27884615384615663,0.0,0.27884615384615663,0.2857142857142857,2,7,0.006868131868129068,True
0.2884615384615385,0.0,0.28846153846153655,0.0,0.28846153846153655,0.2857142857142857,2,7,0.00274725274725085,True
0.2980769230769231,0.0,0.29807692307692046,0.0,0.29807692307692046,0.2857142857142857,2,7,0.012362637362634765,False
0.3076923076923077,0.0,0.30769230769230665,0.0,0.30769230769230665,0.2857142857142857,2,7,0.021978021978020956,False
0.31730769230769235,0.0,0.31730769230769335,0.0,0.31730769230769335,0.3333333333333333,1,3,0.01602564102563997,False
0.3269230769230769,0.0,0.3269230769230796,4.5324665183683945e-17,0.3269230769230796,0.3333333333333333,1,3,0.006410256410253723,True
0.33653846153846156,0.0,0.3365384615384635,4.1375569220787883e-17,0.3365384615384635,0.3333333333333333,1,3,0.003205128205130192,True
0.34615384615384615,0.0,0.34615384615384254,4.1375569220787883e-17,0.34615384615384254,0.3333333333333333,1,3,0.012820512820509222,False
0.3557692307692308,0.0,0.3557692307692287,5.233641528945917e-17,0.3557692307692287,0.375,3,8,0.019230769230771327,False
0.3653846153846154,0.0,0.36538461538461364,4.8956233716268386e-17,0.36538461538461364,0.375,3,8,0.009615384615386358,True
0.375,0.0,0.375,0.0,0.375,0.375,3,8,0.0,True
0.38461538461538464,0.0,0.38461538461538636,5.551115123125783e-17,0.38461538461538636,0.375,3,8,0.009615384615386358,True
0.3942307692307693,0.0,0.3942307692307715,4.8956233716268386e-17,0.3942307692307715,0.4,2,5,0.005769230769228528,True
0.40384615384615385,0.0,0.40384615384615813,7.629277997537062e-17,0.40384615384615813,0.4,2,5,0.003846153846158107,True
0.4134615384615385,0.0,0.41346153846153866,5.233641528945917e-17,0.41346153846153866,0.4,2,5,0.013461538461538636,False
0.42307692307692313,0.0,0.4230769230769238,0.0,0.4230769230769238,0.42857142857142855,3,7,0.005494505494504753,True
0.4326923076923077,0.0,0.4326923076923106,7.401486830834377e-17,0.4326923076923106,0.42857142857142855,3,7,0.004120879120882048,True
0.44230769230769235,0.0,0.4423076923076893,7.166458808248763e-17,0.4423076923076893,0.42857142857142855,3,7,0.013736263736260745,False
0.4519230769230769,0.0,0.4519230769230755,3.700743415417188e-17,0.4519230769230755,0.42857142857142855,3,7,0.023351648351646936,False
0.46153846153846156,0.0,0.4615384615384604,5.551115123125783e-17,0.4615384615384604,0.42857142857142855,3,7,0.03296703296703185,False
0.4711538461538462,0.0,0.4711538461538415,5.233641528945917e-17,0.4711538461538415,0.5,1,2,0.028846153846158518,False
0.4807692307692308,0.0,0.48076923076922806,5.551115123125783e-17,0.48076923076922806,0.5,1,2,0.019230769230771938,False
0.4903846153846154,0.0,0.4903846153846134,3.700743415417188e-17,0.4903846153846134,0.5,1,2,0.00961538461538658,True
0.5,0.0,0.5,0.0,0.5,0.5,1,2,0.0,True
0.5096153846153847,0.0,0.5096153846153867,9.791246743253677e-17,0.5096153846153867,0.5,1,2,0.00961538461538669,True
0.5192307692307693,0.0,0.5192307692307722,0.0,0.5192307692307722,0.5,1,2,0.01923076923077216,False
0.5288461538461539,0.0,0.5288461538461587,0.0,0.5288461538461587,0.5,1,2,0.02884615384615874,False
0.5384615384615385,0.0,0.5384615384615409,6.409875621278546e-17,0.5384615384615409,0.5714285714285714,4,7,0.03296703296703052,False
0.5480769230769231,0.0,0.5480769230769265,9.064933036736789e-17,0.5480769230769265,0.5714285714285714,4,7,0.023351648351644938,False
0.5576923076923077,0.0,0.5576923076923133,8.275113844157577e-17,0.5576923076923133,0.5714285714285714,4,7,0.013736263736258136,False
0.5673076923076923,0.0,0.5673076923076866,0.0,0.5673076923076866,0.5714285714285714,4,7,0.004120879120884768,True
0.576923076923077,0.0,0.5769230769230731,3.700743415417188e-17,0.5769230769230731,0.5714285714285714,4,7,0.0054945054945017,True
0.5865384615384616,0.0,0.5865384615384586,9.064933036736789e-17,0.5865384615384586,0.6,3,5,0.013461538461541411,False
0.5961538461538461,0.0,0.5961538461538409,0.0,0.5961538461538409,0.6,3,5,0.0038461538461590505,True
0.6057692307692308,0.0,0.6057692307692276,0.0,0.6057692307692276,0.6,3,5,0.00576923076922764,True
0.6153846153846154,0.0,0.6153846153846133,0.0,0.6153846153846133,0.625,5,8,0.00961538461538669,True
0.625,0.0,0.625,0.0,0.625,0.625,5,8,0.0,True
0.6346153846153847,0.0,0.6346153846153867,0.0,0.6346153846153867,0.625,5,8,0.00961538461538669,True
0.6442307692307693,0.0,0.6442307692307726,1.1102230246251565e-16,0.6442307692307726,0.625,5,8,0.019230769230772604,False
0.6538461538461539,0.0,0.6538461538461594,1.4332917616497527e-16,0.6538461538461594,0.6666666666666666,2,3,0.012820512820507224,False
0.6634615384615385,0.0,0.6634615384615422,5.233641528945917e-17,0.6634615384615422,0.6666666666666666,2,3,0.003205128205124419,True
0.6730769230769231,0.0,0.6730769230769271,3.700743415417188e-17,0.6730769230769271,0.6666666666666666,2,3,0.006410256410260495,True
0.6826923076923077,0.0,0.6826923076923148,9.064933036736789e-17,0.6826923076923148,0.6666666666666666,2,3,0.016025641025648185,False
0.6923076923076923,0.0,0.6923076923076851,9.064933036736789e-17,0.6923076923076851,0.7142857142857143,5,7,0.021978021978029227,False
0.701923076923077,0.0,0.7019230769230739,1.227397735431716e-16,0.7019230769230739,0.7142857142857143,5,7,0.012362637362640427,False
0.7115384615384616,0.0,0.7115384615384573,1.1102230246251565e-16,0.7115384615384573,0.7142857142857143,5,7,0.0027472527472569563,True
0.7211538461538461,0.0,0.7211538461538434,1.4332917616497527e-16,0.7211538461538434,0.7142857142857143,5,7,0.006868131868129068,True
0.7307692307692308,0.0,0.7307692307692274,9.064933036736789e-17,0.7307692307692274,0.7142857142857143,5,7,0.016483516483513094,False
0.7403846153846154,0.0,0.7403846153846169,1.1102230246251565e-16,0.7403846153846169,0.75,3,4,0.009615384615383138,True
0.75,0.0,0.75,3.700743415417188e-17,0.75,0.75,3,4,0.0,True
0.7596153846153847,0.0,0.7596153846153824,1.1102230246251565e-16,0.7596153846153824,0.75,3,4,0.00961538461538236,True
0.7692307692307693,0.0,0.7692307692307727,1.1102230246251565e-16,0.7692307692307727,0.75,3,4,0.019230769230772715,False
0.7788461538461539,0.0,0.7788461538461544,1.0467283057891834e-16,0.7788461538461544,0.8,4,5,0.021153846153845635,False
0.7884615384615385,0.0,0.788461538461543,9.064933036736789e-17,0.788461538461543,0.8,4,5,0.011538461538457057,False
0.7980769230769231,0.0,0.7980769230769235,0.0,0.7980769230769235,0.8,4,5,0.0019230769230765832,True
0.8076923076923077,0.0,0.8076923076923159,1.4802973661668753e-16,0.8076923076923159,0.8,4,5,0.007692307692315881,True
0.8173076923076924,0.0,0.817307692307684,1.1102230246251565e-16,0.817307692307684,0.8333333333333334,5,6,0.016025641025649406,False
0.826923076923077,0.0,0.8269230769230773,1.1102230246251565e-16,0.8269230769230773,0.8333333333333334,5,6,0.006410256410256054,True
0.8365384615384616,0.0,0.8365384615384566,1.0467283057891834e-16,0.8365384615384566,0.8333333333333334,5,6,0.0032051282051231977,True
0.8461538461538463,0.0,0.8461538461538476,1.0467283057891834e-16,0.8461538461538476,0.8571428571428571,6,7,0.010989010989009507,False
0.8557692307692308,0.0,0.8557692307692272,9.791246743253677e-17,0.8557692307692272,0.8571428571428571,6,7,0.0013736263736299215,True
0.8653846153846154,0.0,0.8653846153846211,1.2819751242557092e-16,0.8653846153846211,0.8571428571428571,6,7,0.008241758241763986,True
0.875,0.0,0.875,3.700743415417188e-17,0.875,0.875,7,8,0.0,True
