subsample_index,phase_cycles,cross_sample_resultant_length
463,0.8402239735995745,0.9151665343394182
464,0.7636906304431006,0.9467903524970436
465,0.8352919503138074,0.9393775336638813
466,0.8127833767972273,0.8762343849678095
467,0.780709742231701,0.8600996993565161
468,0.8365451307734977,0.6454889505844172
469,0.8118815500157663,0.9613790777747921
470,0.8414665719459796,0.9077675887357296
471,0.7858843531490989,0.8146522558392862
472,0.9047556973856725,0.9327290853943558
473,0.7796682451004877,0.9168996870618765
474,0.8215512913498895,0.9556956619539593
475,0.8410142823462285,0.8244244976797152
476,0.8386279273844734,0.8341823804235445
477,0.858782521338811,0.9088316169276227
478,0.8423113905775497,0.8841459060157968
479,0.8126518214382312,0.9208709018952017
480,0.8555270658076226,0.9662873035314559
481,0.8269984805120592,0.9326578255453292
482,0.8105956202422397,0.9620972280148915
483,0.8383917492048183,0.9759354090387466
484,0.8579794550417496,0.7123155147652434
485,0.8467291059104893,0.9299450849735941
486,0.8408510677319769,0.8728406821110087
487,0.8813702196063253,0.9661525453067555
488,0.8718787964390623,0.9073771095429896
489,0.8314946750967274,0.7039240750188791
490,0.8207320498983288,0.8933543371157853
491,0.8511303410151008,0.9677199888862216
492,0.9421843375701255,0.6286246810950246
493,0.7591461375920814,0.9527827096694673
494,0.8654088262807414,0.9286065836871013
495,0.7765942484566012,0.9129789663201185
496,0.8380174075130162,0.9580781718023142
497,0.7896514385523963,0.9218312545279113
498,0.7881104017841292,0.940403197753749
499,0.802593933015001,0.902989850684201
500,0.8077417986771728,0.9706900471874667
501,0.8287795564970928,0.965303122883048
502,0.798917275575311,0.9040723039878977
503,0.8132565951081885,0.8089460367441133
504,0.8643495582457459,0.987155424806109
505,0.9067888788485524,0.9606453320564301
506,0.8223803987936236,0.8278659231833938
507,0.7786383119923529,0.9834907838625716
508,0.8958295676719344,0.9661385044535914
509,0.8691302705724555,0.9112877670399783
510,0.8904574386192634,0.9656755372315656
511,0.7940244529015434,0.8962793294886432
512,0.8625421243003496,0.8460872318033741
513,0.798804420680145,0.806419627846906
514,0.8495243635149534,0.98607004276454
515,0.8436252708801997,0.8974207159108732
516,0.8049410078411326,0.9704707719479866
517,0.8801999190757842,0.9835889051255793
518,0.8550676427281624,0.8880674615771563
519,0.8882170422015101,0.7304231100752568
520,0.813366368218104,0.9735747454896369
521,0.8859653916226001,0.9794568330461497
522,0.8469061459338074,0.9586801261035522
523,0.847421675355701,0.9896295647416374
524,0.8967851633948998,0.9799551289397999
525,0.9159579071595756,0.9363810355986744
526,0.8867202170284468,0.9660851976443446
527,0.8473191492440859,0.9336966975684146
528,0.857427668673508,0.9750969257844883
529,0.8507034295706932,0.9414919911119367
530,0.8163266150867331,0.9800593907911862
531,0.870842051632368,0.9907191623375364
532,0.9089597773395816,0.9498679937927761
533,0.9015534327785675,0.9565621666680304
534,0.8960785345011495,0.9278921272719698
535,0.8920873481950743,0.6797548814585203
536,0.846526469510086,0.9285200757166382
537,0.8824684402426264,0.9675506628333328
538,0.9206675766771395,0.8856751104775734
539,0.8910627524899696,0.959924477236226
540,0.7689640262621324,0.9620320850346099
541,0.8315418936795064,0.9808704582184783
542,0.8627903634388843,0.9525184162312476
543,0.9286758153501228,0.8987743417278167
544,0.8720327499463516,0.94470400309933
545,0.8223032646651858,0.9196134909096716
546,0.9381787636721288,0.9688482953494293
547,0.8543207272459119,0.9350881367185193
548,0.8262500874212563,0.8485007527442734
