K,final_state_bin_center,avg_probability,avg_probability_after_extra_iterations
1.449965840118366,0.5178571428571428,0.07092063492063488,0.36952380952380937
1.449965840118366,0.5535714285714286,0.02038095238095237,0.009015873015873012
1.449965840118366,0.5892857142857142,0.0005714285714285711,0.00025396825396825385
1.449965840118366,0.625,0.04755555555555554,0.17390476190476184
1.449965840118366,0.6607142857142856,0.0016507936507936497,0.0003174603174603173
1.449965840118366,0.6964285714285714,0.0007619047619047614,0.0003174603174603173
1.449965840118366,0.7321428571428571,0.0013333333333333326,0.00025396825396825385
1.449965840118366,0.7678571428571428,0.0010158730158730152,0.00038095238095238075
1.449965840118366,0.8035714285714286,0.0010158730158730154,0.0005079365079365077
1.449965840118366,0.8392857142857142,0.001777777777777777,0.00019047619047619037
1.449965840118366,0.875,0.04311111111111109,0.02044444444444444
1.449965840118366,0.9107142857142856,0.11733333333333326,0.07326984126984122
1.449965840118366,0.9464285714285714,0.00025396825396825385,0.0
