speed_mode,a,b_cycles_per_model_unit,drive_omega_rad_per_model_unit,mean_sync,std_sync,drive_lock,collective_drive_lock,frequency_error,sync_gain_vs_no_drive,sync_variability_change_vs_no_drive,drive_lock_gain_vs_no_drive,frequency_error_improvement_vs_no_drive
fast,0.5959889127797969,0.9604772577096379,6.034856593521337,0.617741498906029,0.11644567152737728,0.8287671013739366,0.9733880188456536,0.4667661437962286,0.24414051253675756,-0.03325936737551424,0.5720510163153721,0.4651996768572433
fast,0.5959889127797969,1.0,6.283185307179586,0.5076568100876706,0.13623283674086306,0.7232712737194495,0.9483763507771102,0.5191654381254927,0.13405582371839914,-0.013472202162028463,0.42658226117381315,0.3877499047020577
fast,0.5959889127797969,1.0395227422903621,6.531514020837835,0.40290226244633387,0.187665990705806,0.5991723636002397,0.8278209433247687,0.6971404435959337,0.0293012760770624,0.03796095180291448,0.29939573877737913,0.2743643208695672
fast,0.5959889127797969,1.0790454845807242,6.779842734496083,0.4400517018032098,0.1892564745670111,0.5355838076669488,0.8528460916403627,0.7882649342255563,0.06645071543393832,0.03955143566411959,0.3215121135120244,0.2759041610801862
fast,0.5959889127797969,1.1185682268710866,7.028171448154334,0.4542647616744987,0.15926064492438874,0.5325576382676083,0.6771993800016798,0.8525263885486879,0.08066377530522723,0.009555606021497215,0.3689298195334043,0.34960310323386057
fast,0.5959889127797969,1.1580909691614485,7.276500161812581,0.3903746302114331,0.14763463909792102,0.4448285164244669,0.3662603513731738,1.0478636511892963,0.016773643842161623,-0.0020703998049705075,0.3502892225886766,0.2922262370700559
fast,0.5959889127797969,1.1976137114518108,7.52482887547083,0.4178170999214029,0.1777872851382665,0.383550807985959,0.27768452825937046,1.2189873532173636,0.04421611355213145,0.028082246235374975,0.258680488202331,0.2590629315187942
fast,0.5959889127797969,1.2371364537421727,7.773157589129077,0.3799650109656527,0.1787562946046541,0.35619400620694175,0.16336302977106118,1.3937701857470728,0.006364024596381246,0.029051255701762563,0.19093993198918846,0.22224049546588898
fast,0.5959889127797969,1.276659196032535,8.021486302787327,0.38376919710937574,0.16231311855918168,0.36801944426330113,0.4608709507507779,1.5422273430743707,0.010168210740104267,0.012608079656290155,0.1710071116841789,0.22890242348200562
fast,0.5959889127797969,1.3161819383228972,8.269815016445577,0.4138453184256451,0.19112988899163624,0.3705735190275899,0.5636168904064301,1.7477364608210029,0.04024433205637362,0.04142485008874472,0.22156964210041266,0.21653786080290094
fast,0.5959889127797969,1.3557046806132593,8.518143730103825,0.3699272269722762,0.17870780873035474,0.33498471456994594,0.6668267729952504,1.970329921695554,-0.0036737593969952687,0.02900276982746322,0.19175562493607462,0.19288402337447108
fast,0.5959889127797969,1.3952274229036215,8.766472443762073,0.3806670525444827,0.16568100488715448,0.28840837763396265,0.5280026829761,2.2225253411477155,0.007066066175211216,0.015975965984262958,0.15140693062472257,0.1763209282733107
fast,0.5959889127797969,1.4347501651939836,9.014801157420322,0.34665996237610186,0.1560978385453209,0.21833289301345554,0.51972783775116,2.4773308003596735,-0.02694102399316961,0.006392799642429364,0.14619452431071478,0.16984418271960244
fast,0.5959889127797969,1.4742729074843457,9.26312987107857,0.3459322779277123,0.16250759225475758,0.18858852647433172,0.40077564902976626,2.752070007123762,-0.027668708441559164,0.012802553351866058,0.11579576793474458,0.14343368961376157
fast,0.794651883706396,0.5257270925156543,3.303240743280602,0.3092456867942297,0.1686382637220129,0.15178133377244052,0.4030933475785967,2.881784286211819,-0.06435529957504177,0.01893322481912138,0.11406827768998126,0.182601144848626
fast,0.794651883706396,0.5652498348060164,3.5515694569388505,0.31906321738172216,0.17647564057744508,0.15427216928826915,0.3859593781645323,2.629069423667075,-0.05453776898754931,0.026770601674553557,0.10045997833828256,0.1869872937351209
fast,0.794651883706396,0.6047725770963785,3.7998981705970993,0.38065398984989207,0.16614220191145762,0.22085613822609165,0.49283657438270173,2.351016355006103,0.007053003480620601,0.016437163008566097,0.18277514357417232,0.216711648737844
