run_number,path,shape,dtype,size,value,matching_attributes,role
45130,raw_data_1/selog/Rig_Pressure/value_log/value,"(5,)",float32,5,"[0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/value_log/value_valid,"(5,)",int32,5,"[0, 0, 0, 0, 0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/value_spread,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/vi_name,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/read_control,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/set_control,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/setpoint,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/setpoint_spread,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/value,"(6,)",float32,6,"[827.63525, 827.63525, 827.63525, 827.63525, 827.63525, 827.63525]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/value_log/alarm_severity,"(1, 1)",|S4,1,[NONE],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/value_log/alarm_status,"(1, 1)",|S8,1,[NO_ALARM],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/value_log/alarm_time,"(1,)",float32,1,[-3028.0],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/value_log/name,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/value_log/time,"(5,)",float32,5,"[-3028.0, -1228.0, 2.0, 1801.0, 1906.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/value_log/value,"(5,)",float32,5,"[827.63525, 827.63525, 827.63525, 827.63525, 827.63525]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/value_log/value_valid,"(5,)",int32,5,"[1, 1, 1, 1, 1]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/value_spread,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Sample/vi_name,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/read_control,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/set_control,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/setpoint,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/setpoint_spread,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/value,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_severity,"(1, 1)",|S7,1,[INVALID],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_status,"(1, 1)",|S11,1,[WRITE_ALARM],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_time,"(1,)",float32,1,[-3028.0],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/value_log/name,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/value_log/time,"(5,)",float32,5,"[-3028.0, -1228.0, 2.0, 1801.0, 1906.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/value_log/value,"(5,)",float32,5,"[0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/value_log/value_valid,"(5,)",int32,5,"[0, 0, 0, 0, 0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/value_spread,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Water_Bath_Temp/vi_name,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/title,"(1,)",|S39,1,[Sample 1 on Al face with Cd frame at RT],,sample_1_RT_Cd_frame
