curve,observable,ensemble_group,embedding_dimension,nn_distance_entropy_raw_bits,nn_distance_entropy_theiler_bits,nn_distance_entropy_theiler2_bits,theiler_sensitivity_bits,theiler_window,nearest_distance_mean_theiler,nearest_distance_cv_theiler,adjacent_neighbor_fraction_raw,n_points,raw_quality_status
rxn_29_65_5,cross_section_barn,reaction_cross_sections,2,2.627491632992984,2.4415341410917546,2.021356159722274,0.4201779813694806,2,0.7158066358828095,2.1588426289213034,0.9080459770114943,87,sampling_geometry_dominated
rxn_29_65_5,cross_section_barn,reaction_cross_sections,3,2.7558203312469054,2.685139774830434,2.2916554103785387,0.3934843644518953,3,1.3600510325447461,2.1032710908360652,0.9883720930232558,86,sampling_geometry_dominated
rxn_29_65_5,cross_section_barn,reaction_cross_sections,4,2.867064465040415,2.8664909303659702,2.643017919789555,0.2234730105764151,4,2.0710119959296556,2.0476457153497205,1.0,85,sampling_geometry_dominated
rxn_29_65_5,cross_section_barn,reaction_cross_sections,5,3.07647123752021,2.8704653014335317,2.909443486074033,0.03897818464050129,5,2.7852445454677417,1.9869524791151494,1.0,84,sampling_geometry_dominated
rxn_29_65_5,cross_section_barn,reaction_cross_sections,6,3.1414407790271417,2.9752792782830575,3.0326520754442265,0.057372797161169053,6,3.4961589213230457,1.916757207970788,1.0,83,sampling_geometry_dominated
rxn_29_65_5,cross_section_barn,reaction_cross_sections,7,3.1845710980249375,3.140885402221827,3.371245616868151,0.23036021464632395,7,4.1874366107516146,1.8461251126887495,1.0,82,sampling_geometry_dominated
rxn_29_65_5,cross_section_barn,reaction_cross_sections,8,3.2455225157274663,3.223798555129486,3.396199257657169,0.17240070252768325,8,4.871584921871074,1.778046919422814,1.0,81,sampling_geometry_dominated
rxn_29_65_5,cross_section_barn,reaction_cross_sections,9,3.3457847386003583,3.4227771533615066,3.457112952606141,0.03433579924463448,9,5.544634357791875,1.7102661736385258,1.0,80,sampling_geometry_dominated
rxn_29_65_5,cross_section_barn,reaction_cross_sections,10,3.4310224563600316,3.6158155404120422,3.4778843192459217,0.13793122116612055,10,6.218022612578223,1.6388494349158358,1.0,79,sampling_geometry_dominated
rxn_34_82_5,cross_section_barn,reaction_cross_sections,2,2.2990609071181236,1.9109942231734407,1.7577752145333623,0.15321900864007842,2,0.9235287994434129,2.494467881054661,0.9080459770114943,87,sampling_geometry_dominated
rxn_34_82_5,cross_section_barn,reaction_cross_sections,3,2.432258251816246,2.139223122297616,2.0405865775082073,0.09863654478940864,3,1.687423354212618,2.3895610751850063,1.0,86,sampling_geometry_dominated
rxn_34_82_5,cross_section_barn,reaction_cross_sections,4,2.495282705895192,2.408107299610286,2.306285934763263,0.10182136484702298,4,2.470520548380255,2.2788384960481545,1.0,85,sampling_geometry_dominated
rxn_34_82_5,cross_section_barn,reaction_cross_sections,5,2.611860816266419,2.640277037484913,2.771407898145058,0.13113086066014468,5,3.238011985319324,2.173025026853361,1.0,84,sampling_geometry_dominated
rxn_34_82_5,cross_section_barn,reaction_cross_sections,6,2.639514371796205,2.836971573644017,2.8839201817397067,0.04694860809568979,6,3.9873283225967318,2.072108791408765,1.0,83,sampling_geometry_dominated
rxn_34_82_5,cross_section_barn,reaction_cross_sections,7,2.749312128230173,2.992143864486119,3.192451892050248,0.2003080275641289,7,4.725814724507301,1.97841080412533,1.0,82,sampling_geometry_dominated
rxn_34_82_5,cross_section_barn,reaction_cross_sections,8,2.840711681829696,3.122010029613999,3.3088080080639477,0.1867979784499485,8,5.46097996184521,1.8928140067499954,1.0,81,sampling_geometry_dominated
rxn_34_82_5,cross_section_barn,reaction_cross_sections,9,2.903204128494417,3.1666295005408003,3.325886291921904,0.15925679138110382,9,6.193214486169095,1.8104914932445817,1.0,80,sampling_geometry_dominated
rxn_34_82_5,cross_section_barn,reaction_cross_sections,10,3.041832489584818,3.344733920301117,3.42912568433825,0.08439176403713322,10,6.921942446566885,1.72806479451081,1.0,79,sampling_geometry_dominated
rxn_39_89_4,cross_section_barn,reaction_cross_sections,2,2.304356402575707,2.180415744752992,1.9721638438048614,0.20825190094813073,2,16.103011410307033,2.035097039644022,0.9333333333333333,150,sampling_geometry_dominated
rxn_39_89_4,cross_section_barn,reaction_cross_sections,3,2.257689044882072,2.206617632301959,2.1089387842863925,0.09767884801556637,3,31.721217917927092,2.050244746027976,0.9932885906040269,149,sampling_geometry_dominated
