curve,observable,ensemble_group,individual_MI_delay_samples,individual_MI_delay_coordinate,selection_method,common_delay_coordinate,applied_delay_samples,applied_delay_coordinate,relative_feedback_rms,roughness_ratio,variance_ratio,correlation_original_controlled
rxn_34_82_5,cross_section_barn,reaction_cross_sections,18,1.0962035930789256,global minimum in allowed range,0.23500380639452523,4,0.24360079846198346,0.08166775851598426,0.8910004672157742,0.9249426128111,0.9964020523539061
rxn_39_89_4,cross_section_barn,reaction_cross_sections,11,0.20958827997280238,first local minimum,0.23500380639452523,12,0.22864175997032987,0.10452766772811022,0.8903911888752772,0.8826047000729018,0.9950069881655477
rxn_39_89_606,cross_section_barn,reaction_cross_sections,7,0.136000185673403,first local minimum,0.23500380639452523,12,0.23314317544011942,0.12864055346760564,0.8636654735292736,0.8252567981577802,0.9939370866446758
rxn_39_89_626,cross_section_barn,reaction_cross_sections,6,0.12300090461527446,first local minimum,0.23500380639452523,11,0.22550165846133652,0.08048580621585025,0.8989208244219049,0.7235908349545439,0.9955378567660899
rxn_39_89_70,cross_section_barn,reaction_cross_sections,7,0.08837667339580335,first local minimum,0.23500380639452523,19,0.23987954207432338,0.13854652801070405,0.8850352582053627,0.78630694514928,0.993844921869127
rxn_39_89_812,cross_section_barn,reaction_cross_sections,17,0.24723640091599464,first local minimum,0.23500380639452523,16,0.23269308321505378,0.12490993568489636,0.8712784739877147,0.00039882651608794887,0.9939524344113255
rxn_39_89_832,cross_section_barn,reaction_cross_sections,11,0.1554484242977523,first local minimum,0.23500380639452523,17,0.2402384739147081,0.13575235390167512,0.8782666960273013,0.011286620252166965,0.9938082481066505
rxn_42_100_5,cross_section_barn,reaction_cross_sections,18,1.0962035930789256,global minimum in allowed range,0.23500380639452523,4,0.24360079846198346,0.06823834703074955,0.9227347893647031,0.9466128992364259,0.9973062582713237
rxn_45_103_32,cross_section_barn,reaction_cross_sections,9,0.38600730543712203,first local minimum,0.23500380639452523,5,0.21444850302062335,0.0701767485560992,0.9232871058959564,0.932518420501741,0.9967278923299244
rxn_45_103_603,cross_section_barn,reaction_cross_sections,18,0.24506299810464327,first local minimum,0.23500380639452523,17,0.23144838709882976,0.10895502348576215,0.8729051728453823,0.7268846210418787,0.994507769092391
rxn_45_103_624,cross_section_barn,reaction_cross_sections,6,0.1291384867729164,first local minimum,0.23500380639452523,11,0.2367538924170134,0.11114450373071129,0.8704807663238837,0.012456586241683233,0.9944644319835165
rxn_45_103_800,cross_section_barn,reaction_cross_sections,12,0.1554792071212887,first local minimum,0.23500380639452523,18,0.23321881068193306,0.12144747856162637,0.8643269574940836,0.19210563797375438,0.9941524133254097
rxn_45_103_820,cross_section_barn,reaction_cross_sections,9,0.11236124866307762,first local minimum,0.23500380639452523,19,0.23720708051094164,0.12776764696570944,0.8671608501958564,0.2345254211386593,0.9939537453830734
rxn_45_103_849,cross_section_barn,reaction_cross_sections,28,0.5174182275421941,first local minimum,0.23500380639452523,13,0.24022989135887585,0.08964252796865012,0.8980898302504995,0.9099253739732104,0.9958681736226541
rxn_48_114_5,cross_section_barn,reaction_cross_sections,17,1.0353033934634297,first local minimum,0.23500380639452523,4,0.24360079846198346,0.07754008588325473,0.900749770053907,0.9327062327721198,0.9967161437965746
rxn_4_9_751,cross_section_barn,reaction_cross_sections,11,0.3381088357818207,first local minimum,0.23500380639452523,8,0.24589733511405143,0.10094910878758347,0.8932978148268438,0.851676342265514,0.9947055774743648
rxn_52_123_5,cross_section_barn,reaction_cross_sections,18,1.0962035930789256,global minimum in allowed range,0.23500380639452523,4,0.24360079846198346,0.08657894365473894,0.8886058273114182,0.9181888937881725,0.9961507034300714
rxn_60_142_5,cross_section_barn,reaction_cross_sections,15,0.913502994232438,first local minimum,0.23500380639452523,4,0.24360079846198346,0.08805813085963518,0.8864727335501962,0.9153747155315697,0.9960472275872543
rxn_63_153_5,cross_section_barn,reaction_cross_sections,17,1.0353033934634297,first local minimum,0.23500380639452523,4,0.24360079846198346,0.06740292722191359,0.9308478587746046,0.9474681924621936,0.9973440840519439
rxn_65_159_4,cross_section_barn,reaction_cross_sections,14,0.31572313329849777,first local minimum,0.23500380639452523,10,0.22551652378464127,0.082662499024873,0.9256700841253513,0.9237450377202157,0.9963779054769866
rxn_65_159_606,cross_section_barn,reaction_cross_sections,14,0.17102207963373672,first local minimum,0.23500380639452523,19,0.2321013937886427,0.11823877631868446,0.8669417534798874,1.6285498605993225e-05,0.994032579954757
rxn_65_159_626,cross_section_barn,reaction_cross_sections,11,0.2024925101834718,first local minimum,0.23500380639452523,13,0.23930933021683032,0.1144180772525695,0.8672585666205346,5.500835519693828e-09,0.9941211442536266
rxn_65_159_802,cross_section_barn,reaction_cross_sections,23,0.31390393671814465,first local minimum,0.23500380639452523,17,0.23201595322645474,0.09458725311909134,0.9017522495651656,1.9045364059518882e-06,0.9953170304091408
rxn_65_159_823,cross_section_barn,reaction_cross_sections,17,0.23462753845553053,first local minimum,0.23500380639452523,17,0.23462753845553053,0.09483636520819592,0.9079372990644143,5.083284161478916e-08,0.9953459751763628
rxn_65_159_87,cross_section_barn,reaction_cross_sections,15,0.23538007433351993,global minimum in allowed range,0.23500380639452523,15,0.23538007433351993,0.13175185488818209,0.9014402746411044,0.7977812910927933,0.9938085430092217
rxn_67_165_34,cross_section_barn,reaction_cross_sections,7,0.40935057639322636,global minimum in allowed range,0.23500380639452523,4,0.23391461508184364,0.0758445607146908,0.9299328006092381,0.9209251079136017,0.996280665749985
rxn_67_165_605,cross_section_barn,reaction_cross_sections,10,0.18559750800644537,first local minimum,0.23500380639452523,13,0.24127676040837898,0.12250571702563791,0.8631668703079725,3.902628764777916e-06,0.9939003309147976
rxn_67_165_70,cross_section_barn,reaction_cross_sections,6,0.11536688050163946,first local minimum,0.23500380639452523,12,0.23073376100327891,0.13839472754379475,0.902264722093763,0.7952592874551565,0.9938122098392211
rxn_68_166_5,cross_section_barn,reaction_cross_sections,18,1.0962035930789256,global minimum in allowed range,0.23500380639452523,4,0.24360079846198346,0.06754079007813443,0.9316073612056198,0.9484063571887653,0.9973901966464473
rxn_69_169_44,cross_section_barn,reaction_cross_sections,5,0.3400368047544333,first local minimum,0.23500380639452523,3,0.20402208285266,0.059219327751775075,0.8991523843519581,0.21763133006165863,0.9960469645297281
rxn_69_169_61,cross_section_barn,reaction_cross_sections,8,0.09628690020360864,first local minimum,0.23500380639452523,20,0.2407172505090216,0.13726930919765534,0.9032132204891475,0.7946443896992295,0.9938129909883352
rxn_69_169_630,cross_section_barn,reaction_cross_sections,11,0.19686655108953843,first local minimum,0.23500380639452523,13,0.2326604694694545,0.11729621578141743,0.8665273140772397,4.389024128885887e-08,0.993995059045664
rxn_69_169_77,cross_section_barn,reaction_cross_sections,8,0.11196311587863761,first local minimum,0.23500380639452523,17,0.23792162124210492,0.12610169663663343,0.8655584027154541,0.006654906839950086,0.9938106953137954
rxn_69_169_818,cross_section_barn,reaction_cross_sections,14,0.16411290413719826,first local minimum,0.23500380639452523,20,0.23444700591028322,0.08864029521249601,0.9018319473854186,4.022156733977154e-08,0.9952958733643253
rxn_69_169_849,cross_section_barn,reaction_cross_sections,19,0.3768210195062842,first local minimum,0.23500380639452523,12,0.23799222284607424,0.06269366475296526,0.9297784733722948,0.9513658596737146,0.9975471132403844
rxn_6_12_55,cross_section_barn,reaction_cross_sections,3,0.10284696953624106,first local minimum,0.23500380639452523,7,0.23997626225122914,0.11380142235385832,0.8815129292809363,0.8391499070379688,0.9940949177972995
rxn_71_175_5,cross_section_barn,reaction_cross_sections,18,1.0962035930789256,global minimum in allowed range,0.23500380639452523,4,0.24360079846198346,0.0720349514525715,0.9266869283304685,0.941310019397484,0.9970776526352002
rxn_73_181_34,cross_section_barn,reaction_cross_sections,9,0.3600389697399713,first local minimum,0.23500380639452523,6,0.24002597982664753,0.0786114569947873,0.9232102306520384,0.9163531197747992,0.996109300893275
rxn_73_181_605,cross_section_barn,reaction_cross_sections,4,0.07717432362758814,first local minimum,0.23500380639452523,12,0.2315229708827644,0.10661615611849462,0.9083768399831058,1.1167174844127284e-08,0.9946678463962583
rxn_73_181_625,cross_section_barn,reaction_cross_sections,3,0.055426943748827284,first local minimum,0.23500380639452523,13,0.2401834229115849,0.12182201744488466,0.9025354534860303,3.260971653198006e-06,0.9940871215968887
rxn_73_181_69,cross_section_barn,reaction_cross_sections,8,0.10682890785813015,first local minimum,0.23500380639452523,18,0.24036504268079284,0.1362364616348321,0.8976315560482249,0.7971541380541961,0.9938095267382
rxn_73_181_810,cross_section_barn,reaction_cross_sections,28,0.3552437441183258,first local minimum,0.23500380639452523,19,0.24105825493743538,0.09685286653823624,0.9031795356958123,2.0833141348630697e-06,0.9952331398238238
rxn_73_181_830,cross_section_barn,reaction_cross_sections,38,0.48211650987487076,global minimum in allowed range,0.23500380639452523,19,0.24105825493743538,0.09331042088243645,0.9075254699419962,8.321676309667476e-07,0.9954629317317574
rxn_74_180_5,cross_section_barn,reaction_cross_sections,2,0.4558155761552172,first local minimum,0.23500380639452523,1,0.2279077880776086,0.0721055167913289,0.9468295184584957,0.950887106353897,0.9975163601373437
rxn_74_186_205,cross_section_barn,reaction_cross_sections,11,0.5048618841058605,first local minimum,0.23500380639452523,5,0.22948267459357297,0.025124620118863718,0.9774147067489198,0.9980585267731322,0.999197841012735
rxn_79_197_18,cross_section_barn,reaction_cross_sections,11,0.4962459507741386,global minimum in allowed range,0.23500380639452523,5,0.22556634126097208,0.03166796322783076,0.9887295815104942,0.9501307446129514,0.9998763239226973
rxn_7_14_600,cross_section_barn,reaction_cross_sections,15,0.228724284150843,first local minimum,0.23500380639452523,15,0.228724284150843,0.0912871514669199,0.8961883671175047,0.8897888504177703,0.9952090942531567
rxn_7_14_758,cross_section_barn,reaction_cross_sections,14,0.34102715060602407,global minimum in allowed range,0.23500380639452523,10,0.24359082186144576,0.1129223941574994,0.8944626020281902,0.8096115106772848,0.9935618005626162
rxn_8_16_111,cross_section_barn,reaction_cross_sections,6,0.08100934006730398,first local minimum,0.23500380639452523,17,0.22952646352402795,0.10978338802864969,0.9034459052344633,0.8561641068175818,0.9943794257309875
rxn_8_16_56,cross_section_barn,reaction_cross_sections,8,0.1088123126494338,first local minimum,0.23500380639452523,17,0.23122616438004684,0.1360799400158876,0.9017812408473278,0.810540212195753,0.9938150663917387
rxn_8_16_655,cross_section_barn,reaction_cross_sections,5,0.07291350123207252,first local minimum,0.23500380639452523,16,0.23332320394263206,0.10730331719538626,0.8854970786098317,0.8343573265817121,0.9937734960668001
rxn_92_234_5,cross_section_barn,reaction_cross_sections,11,0.6548482138429961,first local minimum,0.23500380639452523,4,0.23812662321563494,0.09336469062662921,0.8847435461774876,0.9087939415316403,0.9958224138166124
rxn_9_19_5,cross_section_barn,reaction_cross_sections,4,0.054650810820049855,first local minimum,0.23500380639452523,17,0.23226594598521189,0.04722982362193755,0.8960536561509993,0.964102662501663,0.9980252314739821
