curve,observable,ensemble_group,embedding_dimension,n_points_used,steps_used,coordinate_step,threshold_trimmed,quality_status,Exp1,Exp2,LLE,sum_exponents,positive_count,KS_entropy_proxy,Kaplan_Yorke_dim,Exp3,Exp4,Exp5,Exp6,Exp7,Exp8,Exp9,Exp10
rxn_48_114_5,cross_section_barn,reaction_cross_sections,4,85,83,0.060900199615495865,False,valid,3.2934348023990645,0.8961945840297686,3.2934348023990645,-10.69163451886104,2,4.189629386428833,3.144468877071652,-2.3841913472917375,-12.497072557998136,,,,,,
rxn_48_114_5,cross_section_barn,reaction_cross_sections,5,84,82,0.060900199615495865,False,valid,3.2667551222088416,0.795543384812386,3.2667551222088416,-10.091558513354292,2,4.062298507021228,4.040566738940574,-0.61503769112506,-3.0205697303038703,-10.51824959894659,,,,,
rxn_48_114_5,cross_section_barn,reaction_cross_sections,6,83,81,0.060900199615495865,False,valid,2.886605917937267,2.2443845593422886,2.886605917937267,-7.962307608920975,3,5.255223162219543,5.029556313368834,0.1242326849399871,-1.5897610099376256,-3.4229581697527456,-8.204811591450147,,,,
rxn_4_9_751,cross_section_barn,reaction_cross_sections,2,61,59,0.03073716688925643,False,valid,0.697293002803297,-23.13513186932162,0.697293002803297,-22.437838866518323,1,0.697293002803297,1.0301400055440322,,,,,,,,
rxn_4_9_751,cross_section_barn,reaction_cross_sections,3,60,58,0.03073716688925643,False,valid,-2.086286525294832,-10.992232101721187,-2.086286525294832,-44.134592127083366,0,0.0,0.0,-31.05607350006735,,,,,,,
rxn_52_123_5,cross_section_barn,reaction_cross_sections,2,87,85,0.060900199615495865,False,valid,4.03751749401236,-7.80195168440202,4.03751749401236,-3.76443419038966,1,4.03751749401236,1.5175009609561942,,,,,,,,
rxn_52_123_5,cross_section_barn,reaction_cross_sections,3,86,84,0.060900199615495865,False,valid,2.3339468699257293,-1.0299126745013774,2.3339468699257293,-3.8800548436057802,1,2.3339468699257293,2.2515454857365,-5.184089039030132,,,,,,,
rxn_52_123_5,cross_section_barn,reaction_cross_sections,4,85,83,0.060900199615495865,False,valid,2.8816680519393665,1.0735818354814846,2.8816680519393665,-13.761066365623101,2,3.955249887420851,3.065745208416394,-2.986858625861207,-14.729457627182745,,,,,,
rxn_52_123_5,cross_section_barn,reaction_cross_sections,5,84,82,0.060900199615495865,False,valid,4.281324420396774,-0.2623800823229142,4.281324420396774,-12.892671036744469,1,4.281324420396774,3.3867169973769577,-2.404834003657525,-4.173879982944149,-10.332901388216655,,,,,
rxn_52_123_5,cross_section_barn,reaction_cross_sections,6,83,81,0.060900199615495865,False,valid,3.616881214360424,2.9355648545410373,3.616881214360424,-6.645749818017963,2,6.552446068901461,5.256314739857547,-0.1484857101237385,-1.3890567992191425,-2.724413580723197,-8.936239796853346,,,,
rxn_60_142_5,cross_section_barn,reaction_cross_sections,2,87,85,0.060900199615495865,False,valid,5.70583441992032,-2.7500947155518287,5.70583441992032,2.9557397043684914,1,5.70583441992032,2.0,,,,,,,,
rxn_60_142_5,cross_section_barn,reaction_cross_sections,3,86,84,0.060900199615495865,False,valid,5.446222522183856,-0.4852146765564598,5.446222522183856,-1.5279609511668601,1,5.446222522183856,2.7645294654641455,-6.488968796794256,,,,,,,
rxn_60_142_5,cross_section_barn,reaction_cross_sections,4,85,83,0.060900199615495865,False,valid,5.218800366235843,2.730855733503148,5.218800366235843,-0.7057567409400756,2,7.949656099738991,3.900104448312974,-1.5904662137049204,-7.064946626974146,,,,,,
rxn_60_142_5,cross_section_barn,reaction_cross_sections,5,84,82,0.060900199615495865,False,valid,5.671076525322584,3.199364602047048,5.671076525322584,-5.988359525060007,3,9.185324600879332,4.51957636169324,0.31488347350970064,-2.708936250155512,-12.464747875783827,,,,,
rxn_60_142_5,cross_section_barn,reaction_cross_sections,6,83,81,0.060900199615495865,False,valid,5.572584164222505,4.394029145889177,5.572584164222505,-0.14572899559756536,3,12.383055435775026,5.984146154133204,2.4164421256633424,-0.9194458453958523,-2.417310555493433,-9.192028030483305,,,,
rxn_63_153_5,cross_section_barn,reaction_cross_sections,2,87,85,0.060900199615495865,False,valid,3.522283116335209,-7.725028510904728,3.522283116335209,-4.2027453945695195,1,3.522283116335209,1.4559572966446224,,,,,,,,
rxn_63_153_5,cross_section_barn,reaction_cross_sections,3,86,84,0.060900199615495865,False,valid,3.1057783892592203,-1.5281146719843366,3.1057783892592203,-8.932977390994203,1,3.1057783892592203,2.150101568593521,-10.510641108269088,,,,,,,
rxn_63_153_5,cross_section_barn,reaction_cross_sections,4,85,83,0.060900199615495865,False,valid,2.7033218965591743,0.6541443193522135,2.7033218965591743,-12.804552087720491,2,3.357466215911388,3.0291659547415017,-2.972789773526997,-13.189228530104883,,,,,,
rxn_63_153_5,cross_section_barn,reaction_cross_sections,5,84,82,0.060900199615495865,False,valid,2.9472100287452583,1.3281091440876613,2.9472100287452583,-14.085543371842702,2,4.275319172832919,3.7176619356769534,-1.3278126422260181,-4.107096090899502,-12.925953811550102,,,,,
rxn_63_153_5,cross_section_barn,reaction_cross_sections,6,83,81,0.060900199615495865,False,valid,3.9947060339655223,2.0627941442962503,3.9947060339655223,-8.634211125967862,3,7.333891513632331,5.038454503657153,1.2763913353705578,-2.856980258180406,-4.131608506301698,-8.979513875118089,,,,
rxn_65_159_4,cross_section_barn,reaction_cross_sections,2,142,140,0.022551652378464127,False,valid,2.7318076819311354,-22.17850775790256,2.7318076819311354,-19.44670007597142,1,2.7318076819311354,1.1231736468364346,,,,,,,,
rxn_65_159_4,cross_section_barn,reaction_cross_sections,3,141,139,0.022551652378464127,False,valid,0.8521796205605885,-11.866636146725906,0.8521796205605885,-54.27870059276079,1,0.8521796205605885,1.0718130740694902,-43.264244066595474,,,,,,,
rxn_65_159_4,cross_section_barn,reaction_cross_sections,4,140,138,0.022551652378464127,False,valid,-0.4743452743044773,-6.71586359676675,-0.4743452743044773,-62.14810153546638,0,0.0,0.0,-18.196857143528668,-36.761035520866486,,,,,,
rxn_65_159_4,cross_section_barn,reaction_cross_sections,5,139,137,0.022551652378464127,False,valid,0.47162070588826727,-6.647241600274802,0.47162070588826727,-63.84765990494812,1,0.47162070588826727,1.0709498366764192,-11.65573462934879,-16.34767319061121,-29.66863119060158,,,,,
rxn_65_159_4,cross_section_barn,reaction_cross_sections,6,138,136,0.022551652378464127,False,valid,0.4947400108418341,-3.5048273284043465,0.4947400108418341,-52.759625357989606,1,0.4947400108418341,1.1411595963179546,-5.904551277991732,-9.627457659544843,-12.492809104023383,-21.724719998867133,,,,
rxn_65_159_4,cross_section_barn,reaction_cross_sections,7,137,135,0.022551652378464127,False,valid,0.36101293199045725,-1.924529783634127,0.36101293199045725,-51.82521805251633,1,0.36101293199045725,1.1875850065092586,-4.409003494941068,-6.023843355707754,-7.136393926643691,-11.32768173580975,-21.364778687770396,,,
rxn_65_159_4,cross_section_barn,reaction_cross_sections,8,136,134,0.022551652378464127,False,valid,0.737273294959844,-1.0322146960492602,0.737273294959844,-60.39170574120487,1,0.737273294959844,1.7142635129891088,-3.3873848011985035,-3.51086047875951,-5.256732838914257,-7.900189720538709,-12.145792105028244,-27.895804395676237,,
rxn_65_159_4,cross_section_barn,reaction_cross_sections,9,135,133,0.022551652378464127,False,valid,0.4753638798860117,-1.2725207981826823,0.4753638798860117,-55.116522893971066,1,0.4753638798860117,1.3735607941060899,-1.9270249358510114,-2.5588338230102634,-5.182870658266392,-5.932684528535345,-9.760875123943666,-12.862825911008462,-16.094250995059255,
rxn_65_159_4,cross_section_barn,reaction_cross_sections,10,134,132,0.022551652378464127,False,valid,0.6992186413097627,-1.7248966669193861,0.6992186413097627,-55.74645917302762,1,0.6992186413097627,2.115392744576062,-0.5001780808037175,-2.945486755597691,-4.1795278364112916,-4.3750292838277405,-6.341924962178791,-6.931316147794767,-10.099718474098266,-19.347599606705725
rxn_65_159_606,cross_section_barn,reaction_cross_sections,2,127,125,0.012215862830981195,True,valid,77.20352162731021,-24.69394683645819,77.20352162731021,52.50957479085202,1,77.20352162731021,2.0,,,,,,,,
rxn_65_159_606,cross_section_barn,reaction_cross_sections,3,126,124,0.012215862830981195,True,valid,102.02387852909193,-22.737304690567907,102.02387852909193,1.2520911777795334,1,102.02387852909193,3.0,-78.03448266074449,,,,,,,
rxn_65_159_606,cross_section_barn,reaction_cross_sections,4,125,123,0.012215862830981195,True,valid,124.45859954655268,-12.858060923265908,124.45859954655268,3.4908443267710823,1,124.45859954655268,4.0,-30.675801545681928,-77.43389275083376,,,,,,
rxn_65_159_606,cross_section_barn,reaction_cross_sections,5,124,122,0.012215862830981195,True,valid,137.65542826115725,-6.751419609852982,137.65542826115725,0.5263173247420951,1,137.65542826115725,5.0,-20.966704233709297,-38.4359474046084,-70.9750396882445,,,,,
rxn_65_159_606,cross_section_barn,reaction_cross_sections,6,123,121,0.012215862830981195,True,valid,110.40067835931612,-6.310621635195929,110.40067835931612,-40.87153104241903,1,110.40067835931612,5.4706085980562795,-14.041433371011866,-21.31639448431124,-32.39900952736955,-77.20475038384656,,,,
rxn_65_159_606,cross_section_barn,reaction_cross_sections,7,122,120,0.012215862830981195,True,valid,128.49196648967882,-1.241763964118984,128.49196648967882,-46.82401491733601,1,128.49196648967882,6.35768538539419,-15.528941329268669,-17.45133848761666,-30.66794592505861,-37.52711340581553,-72.89887829513637,,,
rxn_65_159_606,cross_section_barn,reaction_cross_sections,8,121,119,0.012215862830981195,True,valid,133.927076309262,5.5166328458059635,133.927076309262,-66.65463327687641,2,139.44370915506795,7.088105529415159,-12.280017504870315,-15.65153704100451,-24.77824269888857,-33.01392101084904,-47.2799455408449,-73.094678635487,,
rxn_65_159_606,cross_section_barn,reaction_cross_sections,9,120,118,0.012215862830981195,True,valid,174.88744195552533,8.066822476638333,174.88744195552533,-9.63154131747077,2,182.95426443216365,8.800627268691077,-5.854292363106629,-22.05690099199388,-20.68611538690555,-24.64511366788088,-31.439076134527323,-39.59508630907021,-48.30922089614993,
rxn_65_159_626,cross_section_barn,reaction_cross_sections,2,89,87,0.018408410016679255,True,valid,79.69465919884078,-25.899898976593484,79.69465919884078,53.7947602222473,1,79.69465919884078,2.0,,,,,,,,
rxn_65_159_626,cross_section_barn,reaction_cross_sections,3,88,86,0.018408410016679255,True,valid,22.38159793414455,-12.404619454164738,22.38159793414455,-32.23002174424462,1,22.38159793414455,2.2363820794412526,-42.20700022422443,,,,,,,
rxn_65_159_626,cross_section_barn,reaction_cross_sections,4,87,85,0.018408410016679255,True,valid,21.99463850063288,-8.689105064035953,21.99463850063288,-58.03695050873809,1,21.99463850063288,2.5104715037410554,-26.065183539306542,-45.27730040602847,,,,,,
